Year,Circulation Per Capita,Library
2015,3.74589,MURRIETA PUBLIC LIBRARY
2016,3.76822,MURRIETA PUBLIC LIBRARY
2017,3.82315,MURRIETA PUBLIC LIBRARY
2018,3.82784,MURRIETA PUBLIC LIBRARY
2019,-1e-05,MURRIETA PUBLIC LIBRARY
2010,7.76211,NAPA COUNTY LIBRARY
2011,8.24919,NAPA COUNTY LIBRARY
2012,0.09055,NAPA COUNTY LIBRARY
2013,0.14649,NAPA COUNTY LIBRARY
2014,0.2138,NAPA COUNTY LIBRARY
2015,6.29652,NAPA COUNTY LIBRARY
2016,8.7328,NAPA COUNTY LIBRARY
2017,6.591,NAPA COUNTY LIBRARY
2018,8.34241,NAPA COUNTY LIBRARY
2019,6.54859,NAPA COUNTY LIBRARY
2010,4.13464,NATIONAL CITY PUBLIC LIBRARY
2011,4.27961,NATIONAL CITY PUBLIC LIBRARY
2012,0.00032,NATIONAL CITY PUBLIC LIBRARY
2013,0.02166,NATIONAL CITY PUBLIC LIBRARY
2014,0.03981,NATIONAL CITY PUBLIC LIBRARY
2015,1.69744,NATIONAL CITY PUBLIC LIBRARY
2016,1.83761,NATIONAL CITY PUBLIC LIBRARY
2017,1.76724,NATIONAL CITY PUBLIC LIBRARY
2018,1.66264,NATIONAL CITY PUBLIC LIBRARY
2019,1.18928,NATIONAL CITY PUBLIC LIBRARY
2010,6.63427,NEVADA COUNTY LIBRARY
2011,6.52886,NEVADA COUNTY LIBRARY
2012,0.14681,NEVADA COUNTY LIBRARY
2013,0.22063,NEVADA COUNTY LIBRARY
2014,0.29685,NEVADA COUNTY LIBRARY
2015,6.69896,NEVADA COUNTY LIBRARY
2016,7.42161,NEVADA COUNTY LIBRARY
2017,7.51171,NEVADA COUNTY LIBRARY
2018,8.3002,NEVADA COUNTY LIBRARY
2019,7.14976,NEVADA COUNTY LIBRARY
2010,18.6097,NEWPORT BEACH PUBLIC LIBRARY
2011,18.40857,NEWPORT BEACH PUBLIC LIBRARY
2012,0.48962,NEWPORT BEACH PUBLIC LIBRARY
2013,1.05442,NEWPORT BEACH PUBLIC LIBRARY
2014,1.17889,NEWPORT BEACH PUBLIC LIBRARY
2015,18.1487,NEWPORT BEACH PUBLIC LIBRARY
2016,17.24831,NEWPORT BEACH PUBLIC LIBRARY
2017,16.34046,NEWPORT BEACH PUBLIC LIBRARY
2018,15.78391,NEWPORT BEACH PUBLIC LIBRARY
2019,12.63938,NEWPORT BEACH PUBLIC LIBRARY
2010,6.05378,OAKLAND PUBLIC LIBRARY
2011,6.41513,OAKLAND PUBLIC LIBRARY
2012,0.23396,OAKLAND PUBLIC LIBRARY
2013,0.27755,OAKLAND PUBLIC LIBRARY
2014,0.32043,OAKLAND PUBLIC LIBRARY
2015,5.42534,OAKLAND PUBLIC LIBRARY
2016,5.21719,OAKLAND PUBLIC LIBRARY
2017,5.50105,OAKLAND PUBLIC LIBRARY
2018,6.26402,OAKLAND PUBLIC LIBRARY
2019,6.61998,OAKLAND PUBLIC LIBRARY
2010,2.96708,OCEANSIDE PUBLIC LIBRARY
2011,2.96133,OCEANSIDE PUBLIC LIBRARY
2012,0.03459,OCEANSIDE PUBLIC LIBRARY
2013,0.04888,OCEANSIDE PUBLIC LIBRARY
2014,0.06851,OCEANSIDE PUBLIC LIBRARY
2015,3.04875,OCEANSIDE PUBLIC LIBRARY
2016,2.68711,OCEANSIDE PUBLIC LIBRARY
2017,2.28614,OCEANSIDE PUBLIC LIBRARY
2018,2.20342,OCEANSIDE PUBLIC LIBRARY
2019,1.60172,OCEANSIDE PUBLIC LIBRARY
2010,3.85153,ONTARIO CITY LIBRARY
2011,3.78152,ONTARIO CITY LIBRARY
2012,,ONTARIO CITY LIBRARY
2013,0.02801,ONTARIO CITY LIBRARY
2014,0.03137,ONTARIO CITY LIBRARY
2015,3.52967,ONTARIO CITY LIBRARY
2016,3.29053,ONTARIO CITY LIBRARY
2017,3.06101,ONTARIO CITY LIBRARY
2018,3.17273,ONTARIO CITY LIBRARY
2019,2.3102,ONTARIO CITY LIBRARY
2010,5.12284,ORANGE COUNTY PUBLIC LIBRARIES
2011,4.16966,ORANGE COUNTY PUBLIC LIBRARIES
2012,0.16542,ORANGE COUNTY PUBLIC LIBRARIES
2013,0.20254,ORANGE COUNTY PUBLIC LIBRARIES
2014,0.2528,ORANGE COUNTY PUBLIC LIBRARIES
2015,4.14518,ORANGE COUNTY PUBLIC LIBRARIES
2016,4.22642,ORANGE COUNTY PUBLIC LIBRARIES
2017,4.28251,ORANGE COUNTY PUBLIC LIBRARIES
2018,4.63027,ORANGE COUNTY PUBLIC LIBRARIES
2019,4.23145,ORANGE COUNTY PUBLIC LIBRARIES
2010,4.89665,ORANGE PUBLIC LIBRARY
2011,4.70074,ORANGE PUBLIC LIBRARY
2012,0.01182,ORANGE PUBLIC LIBRARY
2013,0.01915,ORANGE PUBLIC LIBRARY
2014,0.4344,ORANGE PUBLIC LIBRARY
2015,4.344,ORANGE PUBLIC LIBRARY
2016,3.84201,ORANGE PUBLIC LIBRARY
2017,3.77751,ORANGE PUBLIC LIBRARY
2018,4.4218,ORANGE PUBLIC LIBRARY
2019,2.90243,ORANGE PUBLIC LIBRARY
2010,4.07573,ORLAND FREE LIBRARY
2011,3.76323,ORLAND FREE LIBRARY
2012,0.05212,ORLAND FREE LIBRARY
2013,0.05883,ORLAND FREE LIBRARY
2014,0.07509,ORLAND FREE LIBRARY
2015,2.26596,ORLAND FREE LIBRARY
2016,2.5253,ORLAND FREE LIBRARY
2017,2.43667,ORLAND FREE LIBRARY
2018,2.38117,ORLAND FREE LIBRARY
2019,2.11487,ORLAND FREE LIBRARY
2010,7.31136,OXNARD PUBLIC LIBRARY
2011,3.44023,OXNARD PUBLIC LIBRARY
2012,0.00314,OXNARD PUBLIC LIBRARY
2013,0.00345,OXNARD PUBLIC LIBRARY
2014,0.02115,OXNARD PUBLIC LIBRARY
2015,1.95169,OXNARD PUBLIC LIBRARY
2016,1.68634,OXNARD PUBLIC LIBRARY
2017,1.54321,OXNARD PUBLIC LIBRARY
2018,1.28546,OXNARD PUBLIC LIBRARY
2019,0.82173,OXNARD PUBLIC LIBRARY
2010,14.2505,PACIFIC GROVE PUBLIC LIBRARY
2011,16.01965,PACIFIC GROVE PUBLIC LIBRARY
2012,0.40025,PACIFIC GROVE PUBLIC LIBRARY
2013,0.4848,PACIFIC GROVE PUBLIC LIBRARY
2014,0.732,PACIFIC GROVE PUBLIC LIBRARY
2015,16.41936,PACIFIC GROVE PUBLIC LIBRARY
2016,9.99574,PACIFIC GROVE PUBLIC LIBRARY
2017,9.36315,PACIFIC GROVE PUBLIC LIBRARY
2018,9.41755,PACIFIC GROVE PUBLIC LIBRARY
2019,13.38035,PACIFIC GROVE PUBLIC LIBRARY
2010,8.88772,PALM SPRINGS PUBLIC LIBRARY
2011,8.12452,PALM SPRINGS PUBLIC LIBRARY
2012,0.18096,PALM SPRINGS PUBLIC LIBRARY
2013,0.31293,PALM SPRINGS PUBLIC LIBRARY
2014,0.73736,PALM SPRINGS PUBLIC LIBRARY
2015,9.04776,PALM SPRINGS PUBLIC LIBRARY
2016,9.10283,PALM SPRINGS PUBLIC LIBRARY
2017,9.72894,PALM SPRINGS PUBLIC LIBRARY
2018,10.02103,PALM SPRINGS PUBLIC LIBRARY
2019,7.81812,PALM SPRINGS PUBLIC LIBRARY
2010,2.22769,PALMDALE CITY LIBRARY
2011,2.14057,PALMDALE CITY LIBRARY
2012,,PALMDALE CITY LIBRARY
2013,0.00728,PALMDALE CITY LIBRARY
2014,0.0088,PALMDALE CITY LIBRARY
2015,1.6477,PALMDALE CITY LIBRARY
2016,1.99329,PALMDALE CITY LIBRARY
2017,1.33782,PALMDALE CITY LIBRARY
2018,1.13965,PALMDALE CITY LIBRARY
2019,1.11314,PALMDALE CITY LIBRARY
2010,22.7376,PALO ALTO CITY LIBRARY
2011,23.79977,PALO ALTO CITY LIBRARY
2012,0.49263,PALO ALTO CITY LIBRARY
2013,0.44106,PALO ALTO CITY LIBRARY
2014,1.82433,PALO ALTO CITY LIBRARY
2015,18.76774,PALO ALTO CITY LIBRARY
2016,22.19525,PALO ALTO CITY LIBRARY
2017,22.06104,PALO ALTO CITY LIBRARY
2018,21.19041,PALO ALTO CITY LIBRARY
2019,17.25758,PALO ALTO CITY LIBRARY
2010,0.61545,PALO VERDE VALLEY LIBRARY DISTRICT
2011,0.71374,PALO VERDE VALLEY LIBRARY DISTRICT
2012,,PALO VERDE VALLEY LIBRARY DISTRICT
2013,,PALO VERDE VALLEY LIBRARY DISTRICT
2014,,PALO VERDE VALLEY LIBRARY DISTRICT
2015,1.45335,PALO VERDE VALLEY LIBRARY DISTRICT
2016,1.29434,PALO VERDE VALLEY LIBRARY DISTRICT
2017,1.46229,PALO VERDE VALLEY LIBRARY DISTRICT
2018,1.32036,PALO VERDE VALLEY LIBRARY DISTRICT
2019,1.93772,PALO VERDE VALLEY LIBRARY DISTRICT
2010,12.34086,PALOS VERDES LIBRARY DISTRICT
2011,11.29511,PALOS VERDES LIBRARY DISTRICT
2012,0.28617,PALOS VERDES LIBRARY DISTRICT
2013,0.42506,PALOS VERDES LIBRARY DISTRICT
2014,0.53525,PALOS VERDES LIBRARY DISTRICT
2015,10.45878,PALOS VERDES LIBRARY DISTRICT
2016,9.21731,PALOS VERDES LIBRARY DISTRICT
2017,9.19789,PALOS VERDES LIBRARY DISTRICT
2018,11.65582,PALOS VERDES LIBRARY DISTRICT
2019,12.13217,PALOS VERDES LIBRARY DISTRICT
2010,12.16589,PASADENA PUBLIC LIBRARY
2011,11.71067,PASADENA PUBLIC LIBRARY
2012,0.20337,PASADENA PUBLIC LIBRARY
2013,0.29371,PASADENA PUBLIC LIBRARY
2014,0.44168,PASADENA PUBLIC LIBRARY
2015,6.36444,PASADENA PUBLIC LIBRARY
2016,7.52849,PASADENA PUBLIC LIBRARY
2017,7.36668,PASADENA PUBLIC LIBRARY
2018,8.65533,PASADENA PUBLIC LIBRARY
2019,6.90483,PASADENA PUBLIC LIBRARY
2010,11.0396,PASO ROBLES CITY LIBRARY
2011,10.34137,PASO ROBLES CITY LIBRARY
2012,0.43545,PASO ROBLES CITY LIBRARY
2013,0.60442,PASO ROBLES CITY LIBRARY
2014,0.82632,PASO ROBLES CITY LIBRARY
2015,8.75123,PASO ROBLES CITY LIBRARY
2016,9.00986,PASO ROBLES CITY LIBRARY
2017,8.87468,PASO ROBLES CITY LIBRARY
2018,9.72113,PASO ROBLES CITY LIBRARY
2019,7.8445,PASO ROBLES CITY LIBRARY
2010,4.05722,PLACENTIA LIBRARY DISTRICT
2011,3.72433,PLACENTIA LIBRARY DISTRICT
2012,0.09936,PLACENTIA LIBRARY DISTRICT
2013,0.1812,PLACENTIA LIBRARY DISTRICT
2014,0.2534,PLACENTIA LIBRARY DISTRICT
2015,5.5701,PLACENTIA LIBRARY DISTRICT
2016,5.49757,PLACENTIA LIBRARY DISTRICT
2017,5.55665,PLACENTIA LIBRARY DISTRICT
2018,3.69101,PLACENTIA LIBRARY DISTRICT
2019,2.85119,PLACENTIA LIBRARY DISTRICT
2010,6.6366,PLACER COUNTY LIBRARY
2011,7.03065,PLACER COUNTY LIBRARY
2012,0.0766,PLACER COUNTY LIBRARY
2013,0.12764,PLACER COUNTY LIBRARY
2014,0.26382,PLACER COUNTY LIBRARY
2015,5.60946,PLACER COUNTY LIBRARY
2016,4.85211,PLACER COUNTY LIBRARY
2017,5.0179,PLACER COUNTY LIBRARY
2018,4.98931,PLACER COUNTY LIBRARY
2019,3.62432,PLACER COUNTY LIBRARY
2010,20.74821,PLEASANTON PUBLIC LIBRARY
2011,20.18562,PLEASANTON PUBLIC LIBRARY
2012,,PLEASANTON PUBLIC LIBRARY
2013,0.39535,PLEASANTON PUBLIC LIBRARY
2014,0.50323,PLEASANTON PUBLIC LIBRARY
2015,17.84507,PLEASANTON PUBLIC LIBRARY
2016,16.12307,PLEASANTON PUBLIC LIBRARY
2017,16.24839,PLEASANTON PUBLIC LIBRARY
2018,14.76154,PLEASANTON PUBLIC LIBRARY
2019,13.40091,PLEASANTON PUBLIC LIBRARY
2010,3.00743,PLUMAS COUNTY LIBRARY
2011,3.06515,PLUMAS COUNTY LIBRARY
2012,,PLUMAS COUNTY LIBRARY
2013,,PLUMAS COUNTY LIBRARY
2014,0.88387,PLUMAS COUNTY LIBRARY
2015,3.68382,PLUMAS COUNTY LIBRARY
2016,2.44133,PLUMAS COUNTY LIBRARY
2017,19.52546,PLUMAS COUNTY LIBRARY
2018,3.29197,PLUMAS COUNTY LIBRARY
2019,2.50198,PLUMAS COUNTY LIBRARY
2010,0.93839,POMONA PUBLIC LIBRARY
2011,1.09455,POMONA PUBLIC LIBRARY
2012,,POMONA PUBLIC LIBRARY
2013,,POMONA PUBLIC LIBRARY
2014,,POMONA PUBLIC LIBRARY
2015,0.57331,POMONA PUBLIC LIBRARY
2016,0.48473,POMONA PUBLIC LIBRARY
2017,0.44568,POMONA PUBLIC LIBRARY
2018,0.35933,POMONA PUBLIC LIBRARY
2019,-1e-05,POMONA PUBLIC LIBRARY
2010,5.36462,PORTERVILLE PUBLIC LIBRARY
2011,5.40585,PORTERVILLE PUBLIC LIBRARY
2012,,PORTERVILLE PUBLIC LIBRARY
2013,0.22545,PORTERVILLE PUBLIC LIBRARY
2014,0.02157,PORTERVILLE PUBLIC LIBRARY
2015,4.3167,PORTERVILLE PUBLIC LIBRARY
2016,4.20817,PORTERVILLE PUBLIC LIBRARY
2017,3.84624,PORTERVILLE PUBLIC LIBRARY
2018,3.70592,PORTERVILLE PUBLIC LIBRARY
2019,1.86452,PORTERVILLE PUBLIC LIBRARY
2010,7.26227,RANCHO CUCAMONGA PUBLIC LIBRARY
2011,6.86156,RANCHO CUCAMONGA PUBLIC LIBRARY
2012,0.21935,RANCHO CUCAMONGA PUBLIC LIBRARY
2013,0.31327,RANCHO CUCAMONGA PUBLIC LIBRARY
2014,0.19307,RANCHO CUCAMONGA PUBLIC LIBRARY
2015,5.64474,RANCHO CUCAMONGA PUBLIC LIBRARY
2016,5.18066,RANCHO CUCAMONGA PUBLIC LIBRARY
2017,5.08405,RANCHO CUCAMONGA PUBLIC LIBRARY
2018,5.50435,RANCHO CUCAMONGA PUBLIC LIBRARY
2019,4.24049,RANCHO CUCAMONGA PUBLIC LIBRARY
2010,27.17937,RANCHO MIRAGE PUBLIC LIBRARY
2011,26.54142,RANCHO MIRAGE PUBLIC LIBRARY
2012,0.95283,RANCHO MIRAGE PUBLIC LIBRARY
2013,1.63533,RANCHO MIRAGE PUBLIC LIBRARY
2014,1.9114,RANCHO MIRAGE PUBLIC LIBRARY
2015,22.76945,RANCHO MIRAGE PUBLIC LIBRARY
2016,21.68243,RANCHO MIRAGE PUBLIC LIBRARY
2017,21.95485,RANCHO MIRAGE PUBLIC LIBRARY
2018,19.99973,RANCHO MIRAGE PUBLIC LIBRARY
2019,15.85487,RANCHO MIRAGE PUBLIC LIBRARY
2010,13.75155,REDONDO BEACH PUBLIC LIBRARY
2011,13.93793,REDONDO BEACH PUBLIC LIBRARY
2012,0.21237,REDONDO BEACH PUBLIC LIBRARY
2013,0.25485,REDONDO BEACH PUBLIC LIBRARY
2014,0.34248,REDONDO BEACH PUBLIC LIBRARY
2015,7.84695,REDONDO BEACH PUBLIC LIBRARY
2016,7.45815,REDONDO BEACH PUBLIC LIBRARY
2017,6.98305,REDONDO BEACH PUBLIC LIBRARY
2018,6.54223,REDONDO BEACH PUBLIC LIBRARY
2019,6.01493,REDONDO BEACH PUBLIC LIBRARY
2010,22.9388,REDWOOD CITY PUBLIC LIBRARY
2011,21.72494,REDWOOD CITY PUBLIC LIBRARY
2012,0.31758,REDWOOD CITY PUBLIC LIBRARY
2013,0.49786,REDWOOD CITY PUBLIC LIBRARY
2014,0.70273,REDWOOD CITY PUBLIC LIBRARY
2015,13.87331,REDWOOD CITY PUBLIC LIBRARY
2016,12.87775,REDWOOD CITY PUBLIC LIBRARY
2017,11.63136,REDWOOD CITY PUBLIC LIBRARY
2018,13.35992,REDWOOD CITY PUBLIC LIBRARY
2019,10.56843,REDWOOD CITY PUBLIC LIBRARY
2010,2.31978,RICHMOND PUBLIC LIBRARY
2011,2.51883,RICHMOND PUBLIC LIBRARY
2012,0.01777,RICHMOND PUBLIC LIBRARY
2013,0.04402,RICHMOND PUBLIC LIBRARY
2014,0.04632,RICHMOND PUBLIC LIBRARY
2015,1.79982,RICHMOND PUBLIC LIBRARY
2016,1.66496,RICHMOND PUBLIC LIBRARY
2017,1.68434,RICHMOND PUBLIC LIBRARY
2018,1.57705,RICHMOND PUBLIC LIBRARY
2019,1.07775,RICHMOND PUBLIC LIBRARY
2010,3.18743,RIVERSIDE COUNTY LIBRARY SYSTEM
2011,2.91463,RIVERSIDE COUNTY LIBRARY SYSTEM
2012,0.0454,RIVERSIDE COUNTY LIBRARY SYSTEM
2013,0.03942,RIVERSIDE COUNTY LIBRARY SYSTEM
2014,0.08584,RIVERSIDE COUNTY LIBRARY SYSTEM
2015,2.22376,RIVERSIDE COUNTY LIBRARY SYSTEM
2016,2.07421,RIVERSIDE COUNTY LIBRARY SYSTEM
2017,2.19615,RIVERSIDE COUNTY LIBRARY SYSTEM
2018,1.88888,RIVERSIDE COUNTY LIBRARY SYSTEM
2019,1.65456,RIVERSIDE COUNTY LIBRARY SYSTEM
2010,4.3577,RIVERSIDE PUBLIC LIBRARY
2011,4.40716,RIVERSIDE PUBLIC LIBRARY
2012,0.01339,RIVERSIDE PUBLIC LIBRARY
2013,0.02573,RIVERSIDE PUBLIC LIBRARY
2014,0.02453,RIVERSIDE PUBLIC LIBRARY
2015,2.99009,RIVERSIDE PUBLIC LIBRARY
2016,2.54554,RIVERSIDE PUBLIC LIBRARY
2017,2.57258,RIVERSIDE PUBLIC LIBRARY
2018,2.35984,RIVERSIDE PUBLIC LIBRARY
2019,1.64839,RIVERSIDE PUBLIC LIBRARY
2010,8.25089,ROSEVILLE PUBLIC LIBRARY
2011,8.53216,ROSEVILLE PUBLIC LIBRARY
2012,0.13944,ROSEVILLE PUBLIC LIBRARY
2013,0.15133,ROSEVILLE PUBLIC LIBRARY
2014,0.27629,ROSEVILLE PUBLIC LIBRARY
2015,9.74726,ROSEVILLE PUBLIC LIBRARY
2016,9.81399,ROSEVILLE PUBLIC LIBRARY
2017,8.89931,ROSEVILLE PUBLIC LIBRARY
2018,8.22908,ROSEVILLE PUBLIC LIBRARY
2019,6.7204,ROSEVILLE PUBLIC LIBRARY
2010,5.91589,SACRAMENTO PUBLIC LIBRARY
2011,5.61361,SACRAMENTO PUBLIC LIBRARY
2012,0.23587,SACRAMENTO PUBLIC LIBRARY
2013,0.34501,SACRAMENTO PUBLIC LIBRARY
2014,0.4283,SACRAMENTO PUBLIC LIBRARY
2015,5.27536,SACRAMENTO PUBLIC LIBRARY
2016,4.93348,SACRAMENTO PUBLIC LIBRARY
2017,5.21746,SACRAMENTO PUBLIC LIBRARY
2018,5.53435,SACRAMENTO PUBLIC LIBRARY
2019,4.75111,SACRAMENTO PUBLIC LIBRARY
2010,2.8119,SALINAS PUBLIC LIBRARY
2011,2.36954,SALINAS PUBLIC LIBRARY
2012,0.03068,SALINAS PUBLIC LIBRARY
2013,0.03325,SALINAS PUBLIC LIBRARY
2014,0.033,SALINAS PUBLIC LIBRARY
2015,2.20303,SALINAS PUBLIC LIBRARY
2016,1.85476,SALINAS PUBLIC LIBRARY
2017,1.84271,SALINAS PUBLIC LIBRARY
2018,2.03363,SALINAS PUBLIC LIBRARY
2019,1.45366,SALINAS PUBLIC LIBRARY
2010,10.85732,SAN ANSELMO PUBLIC LIBRARY
2011,12.0697,SAN ANSELMO PUBLIC LIBRARY
2012,0.38517,SAN ANSELMO PUBLIC LIBRARY
2013,0.99744,SAN ANSELMO PUBLIC LIBRARY
2014,0.63773,SAN ANSELMO PUBLIC LIBRARY
2015,27.3387,SAN ANSELMO PUBLIC LIBRARY
2016,10.10443,SAN ANSELMO PUBLIC LIBRARY
2017,10.37577,SAN ANSELMO PUBLIC LIBRARY
2018,10.59332,SAN ANSELMO PUBLIC LIBRARY
2019,8.23571,SAN ANSELMO PUBLIC LIBRARY
2010,2.64837,SAN BENITO COUNTY FREE LIBRARY
2011,2.41603,SAN BENITO COUNTY FREE LIBRARY
2012,2e-05,SAN BENITO COUNTY FREE LIBRARY
2013,0.00036,SAN BENITO COUNTY FREE LIBRARY
2014,0.00532,SAN BENITO COUNTY FREE LIBRARY
2015,2.01608,SAN BENITO COUNTY FREE LIBRARY
2016,2.06951,SAN BENITO COUNTY FREE LIBRARY
2017,2.4663,SAN BENITO COUNTY FREE LIBRARY
2018,3.46012,SAN BENITO COUNTY FREE LIBRARY
2019,3.80507,SAN BENITO COUNTY FREE LIBRARY
2010,1.96943,SAN BERNARDINO COUNTY LIBRARY
2011,1.79027,SAN BERNARDINO COUNTY LIBRARY
2012,0.02087,SAN BERNARDINO COUNTY LIBRARY
2013,0.04475,SAN BERNARDINO COUNTY LIBRARY
2014,0.0829,SAN BERNARDINO COUNTY LIBRARY
2015,0.17075,SAN BERNARDINO COUNTY LIBRARY
2016,4.25215,SAN BERNARDINO COUNTY LIBRARY
2017,4.49718,SAN BERNARDINO COUNTY LIBRARY
2018,4.69205,SAN BERNARDINO COUNTY LIBRARY
2019,3.70412,SAN BERNARDINO COUNTY LIBRARY
2010,1.37078,SAN BERNARDINO PUBLIC LIBRARY
2011,2.11902,SAN BERNARDINO PUBLIC LIBRARY
2012,0.00805,SAN BERNARDINO PUBLIC LIBRARY
2013,0.00572,SAN BERNARDINO PUBLIC LIBRARY
2014,0.01042,SAN BERNARDINO PUBLIC LIBRARY
2015,0.72364,SAN BERNARDINO PUBLIC LIBRARY
2016,0.59022,SAN BERNARDINO PUBLIC LIBRARY
2017,0.48038,SAN BERNARDINO PUBLIC LIBRARY
2018,0.47333,SAN BERNARDINO PUBLIC LIBRARY
2019,0.35724,SAN BERNARDINO PUBLIC LIBRARY
2010,8.95024,SAN BRUNO PUBLIC LIBRARY
2011,8.76686,SAN BRUNO PUBLIC LIBRARY
2012,0.13358,SAN BRUNO PUBLIC LIBRARY
2013,0.18097,SAN BRUNO PUBLIC LIBRARY
2014,0.21421,SAN BRUNO PUBLIC LIBRARY
2015,7.54365,SAN BRUNO PUBLIC LIBRARY
2016,7.82506,SAN BRUNO PUBLIC LIBRARY
2017,7.68048,SAN BRUNO PUBLIC LIBRARY
2018,8.30747,SAN BRUNO PUBLIC LIBRARY
2019,7.08362,SAN BRUNO PUBLIC LIBRARY
2010,11.69929,SAN DIEGO COUNTY LIBRARY
2011,11.23028,SAN DIEGO COUNTY LIBRARY
2012,0.18386,SAN DIEGO COUNTY LIBRARY
2013,0.27901,SAN DIEGO COUNTY LIBRARY
2014,0.47676,SAN DIEGO COUNTY LIBRARY
2015,10.40973,SAN DIEGO COUNTY LIBRARY
2016,10.21088,SAN DIEGO COUNTY LIBRARY
2017,9.92374,SAN DIEGO COUNTY LIBRARY
2018,9.95563,SAN DIEGO COUNTY LIBRARY
2019,7.75921,SAN DIEGO COUNTY LIBRARY
2010,5.43452,SAN DIEGO PUBLIC LIBRARY
2011,5.27787,SAN DIEGO PUBLIC LIBRARY
2012,0.15357,SAN DIEGO PUBLIC LIBRARY
2013,0.16254,SAN DIEGO PUBLIC LIBRARY
2014,0.1704,SAN DIEGO PUBLIC LIBRARY
2015,4.9152,SAN DIEGO PUBLIC LIBRARY
2016,4.4959,SAN DIEGO PUBLIC LIBRARY
2017,5.4541,SAN DIEGO PUBLIC LIBRARY
2018,5.65779,SAN DIEGO PUBLIC LIBRARY
2019,4.33193,SAN DIEGO PUBLIC LIBRARY
2010,13.03631,SAN FRANCISCO PUBLIC LIBRARY
2011,13.35904,SAN FRANCISCO PUBLIC LIBRARY
2012,0.6747,SAN FRANCISCO PUBLIC LIBRARY
2013,0.9659,SAN FRANCISCO PUBLIC LIBRARY
2014,1.48871,SAN FRANCISCO PUBLIC LIBRARY
2015,12.32192,SAN FRANCISCO PUBLIC LIBRARY
2016,12.31156,SAN FRANCISCO PUBLIC LIBRARY
2017,12.5485,SAN FRANCISCO PUBLIC LIBRARY
2018,13.2719,SAN FRANCISCO PUBLIC LIBRARY
2019,12.10342,SAN FRANCISCO PUBLIC LIBRARY
2010,14.14364,SAN JOSE PUBLIC LIBRARY
2011,11.88513,SAN JOSE PUBLIC LIBRARY
2012,0.45884,SAN JOSE PUBLIC LIBRARY
2013,0.39825,SAN JOSE PUBLIC LIBRARY
2014,0.49278,SAN JOSE PUBLIC LIBRARY
2015,9.33753,SAN JOSE PUBLIC LIBRARY
2016,8.7881,SAN JOSE PUBLIC LIBRARY
2017,7.96407,SAN JOSE PUBLIC LIBRARY
2018,7.46389,SAN JOSE PUBLIC LIBRARY
2019,6.61272,SAN JOSE PUBLIC LIBRARY
2010,18.50962,SAN JUAN BAUTISTA CITY LIBRARY
2011,13.10458,SAN JUAN BAUTISTA CITY LIBRARY
2012,,SAN JUAN BAUTISTA CITY LIBRARY
2013,,SAN JUAN BAUTISTA CITY LIBRARY
2014,,SAN JUAN BAUTISTA CITY LIBRARY
2015,,SAN JUAN BAUTISTA CITY LIBRARY
2016,3.27748,SAN JUAN BAUTISTA CITY LIBRARY
2017,1.89162,SAN JUAN BAUTISTA CITY LIBRARY
2018,1.52138,SAN JUAN BAUTISTA CITY LIBRARY
2019,1.02036,SAN JUAN BAUTISTA CITY LIBRARY
2010,10.29865,SAN LEANDRO PUBLIC LIBRARY
2011,8.9782,SAN LEANDRO PUBLIC LIBRARY
2012,,SAN LEANDRO PUBLIC LIBRARY
