Year,Circulation Per Capita,Library
2013,-1e-05,SAN LEANDRO PUBLIC LIBRARY
2014,,SAN LEANDRO PUBLIC LIBRARY
2015,,SAN LEANDRO PUBLIC LIBRARY
2016,5.47286,SAN LEANDRO PUBLIC LIBRARY
2017,5.60588,SAN LEANDRO PUBLIC LIBRARY
2018,5.48363,SAN LEANDRO PUBLIC LIBRARY
2019,3.60828,SAN LEANDRO PUBLIC LIBRARY
2010,10.09575,SAN LUIS OBISPO CITY-COUNTY LIBRARY
2011,10.09985,SAN LUIS OBISPO CITY-COUNTY LIBRARY
2012,0.34476,SAN LUIS OBISPO CITY-COUNTY LIBRARY
2013,0.48228,SAN LUIS OBISPO CITY-COUNTY LIBRARY
2014,0.63216,SAN LUIS OBISPO CITY-COUNTY LIBRARY
2015,10.48372,SAN LUIS OBISPO CITY-COUNTY LIBRARY
2016,10.27406,SAN LUIS OBISPO CITY-COUNTY LIBRARY
2017,11.56082,SAN LUIS OBISPO CITY-COUNTY LIBRARY
2018,12.09329,SAN LUIS OBISPO CITY-COUNTY LIBRARY
2019,9.5479,SAN LUIS OBISPO CITY-COUNTY LIBRARY
2010,14.83517,SAN MATEO COUNTY LIBRARIES
2011,13.86367,SAN MATEO COUNTY LIBRARIES
2012,0.34474,SAN MATEO COUNTY LIBRARIES
2013,0.52085,SAN MATEO COUNTY LIBRARIES
2014,0.78422,SAN MATEO COUNTY LIBRARIES
2015,11.93877,SAN MATEO COUNTY LIBRARIES
2016,11.99438,SAN MATEO COUNTY LIBRARIES
2017,10.34209,SAN MATEO COUNTY LIBRARIES
2018,12.98355,SAN MATEO COUNTY LIBRARIES
2019,10.2919,SAN MATEO COUNTY LIBRARIES
2010,8.53351,SAN MATEO PUBLIC LIBRARY
2011,8.08786,SAN MATEO PUBLIC LIBRARY
2012,0.181,SAN MATEO PUBLIC LIBRARY
2013,0.30568,SAN MATEO PUBLIC LIBRARY
2014,0.44132,SAN MATEO PUBLIC LIBRARY
2015,8.88047,SAN MATEO PUBLIC LIBRARY
2016,9.14361,SAN MATEO PUBLIC LIBRARY
2017,9.12239,SAN MATEO PUBLIC LIBRARY
2018,10.40737,SAN MATEO PUBLIC LIBRARY
2019,8.62525,SAN MATEO PUBLIC LIBRARY
2010,7.49382,SAN RAFAEL PUBLIC LIBRARY
2011,6.07879,SAN RAFAEL PUBLIC LIBRARY
2012,0.46535,SAN RAFAEL PUBLIC LIBRARY
2013,0.36257,SAN RAFAEL PUBLIC LIBRARY
2014,0.43306,SAN RAFAEL PUBLIC LIBRARY
2015,7.75374,SAN RAFAEL PUBLIC LIBRARY
2016,7.13187,SAN RAFAEL PUBLIC LIBRARY
2017,6.47622,SAN RAFAEL PUBLIC LIBRARY
2018,6.57644,SAN RAFAEL PUBLIC LIBRARY
2019,6.12303,SAN RAFAEL PUBLIC LIBRARY
2010,1.58268,SANTA ANA PUBLIC LIBRARY
2011,1.42079,SANTA ANA PUBLIC LIBRARY
2012,,SANTA ANA PUBLIC LIBRARY
2013,,SANTA ANA PUBLIC LIBRARY
2014,,SANTA ANA PUBLIC LIBRARY
2015,1.43119,SANTA ANA PUBLIC LIBRARY
2016,1.17315,SANTA ANA PUBLIC LIBRARY
2017,1.03764,SANTA ANA PUBLIC LIBRARY
2018,0.64303,SANTA ANA PUBLIC LIBRARY
2019,0.51696,SANTA ANA PUBLIC LIBRARY
2010,7.14576,SANTA BARBARA PUBLIC LIBRARY
2011,7.2532,SANTA BARBARA PUBLIC LIBRARY
2012,0.33382,SANTA BARBARA PUBLIC LIBRARY
2013,0.42231,SANTA BARBARA PUBLIC LIBRARY
2014,0.49238,SANTA BARBARA PUBLIC LIBRARY
2015,7.6025,SANTA BARBARA PUBLIC LIBRARY
2016,7.96576,SANTA BARBARA PUBLIC LIBRARY
2017,8.1756,SANTA BARBARA PUBLIC LIBRARY
2018,9.6344,SANTA BARBARA PUBLIC LIBRARY
2019,7.22172,SANTA BARBARA PUBLIC LIBRARY
2010,20.8697,SANTA CLARA CITY LIBRARY
2011,21.246,SANTA CLARA CITY LIBRARY
2012,0.5618,SANTA CLARA CITY LIBRARY
2013,0.68455,SANTA CLARA CITY LIBRARY
2014,0.33,SANTA CLARA CITY LIBRARY
2015,17.84868,SANTA CLARA CITY LIBRARY
2016,22.06981,SANTA CLARA CITY LIBRARY
2017,20.15449,SANTA CLARA CITY LIBRARY
2018,19.49394,SANTA CLARA CITY LIBRARY
2019,14.11623,SANTA CLARA CITY LIBRARY
2010,29.94657,SANTA CLARA COUNTY LIBRARY
2011,23.55451,SANTA CLARA COUNTY LIBRARY
2012,0.42985,SANTA CLARA COUNTY LIBRARY
2013,0.66636,SANTA CLARA COUNTY LIBRARY
2014,0.61283,SANTA CLARA COUNTY LIBRARY
2015,20.91712,SANTA CLARA COUNTY LIBRARY
2016,20.28141,SANTA CLARA COUNTY LIBRARY
2017,21.02406,SANTA CLARA COUNTY LIBRARY
2018,22.48338,SANTA CLARA COUNTY LIBRARY
2019,18.59046,SANTA CLARA COUNTY LIBRARY
2010,,SANTA CLARITA PUBLIC LIBRARY
2011,6.02857,SANTA CLARITA PUBLIC LIBRARY
2012,0.21685,SANTA CLARITA PUBLIC LIBRARY
2013,0.33187,SANTA CLARITA PUBLIC LIBRARY
2014,0.52423,SANTA CLARITA PUBLIC LIBRARY
2015,6.40342,SANTA CLARITA PUBLIC LIBRARY
2016,5.87112,SANTA CLARITA PUBLIC LIBRARY
2017,5.31238,SANTA CLARITA PUBLIC LIBRARY
2018,5.07168,SANTA CLARITA PUBLIC LIBRARY
2019,3.72706,SANTA CLARITA PUBLIC LIBRARY
2010,9.38858,SANTA CRUZ PUBLIC LIBRARIES
2011,9.88581,SANTA CRUZ PUBLIC LIBRARIES
2012,,SANTA CRUZ PUBLIC LIBRARIES
2013,,SANTA CRUZ PUBLIC LIBRARIES
2014,0.01252,SANTA CRUZ PUBLIC LIBRARIES
2015,8.32582,SANTA CRUZ PUBLIC LIBRARIES
2016,8.20681,SANTA CRUZ PUBLIC LIBRARIES
2017,8.25929,SANTA CRUZ PUBLIC LIBRARIES
2018,8.21844,SANTA CRUZ PUBLIC LIBRARIES
2019,6.8352,SANTA CRUZ PUBLIC LIBRARIES
2010,6.7183,SANTA FE SPRINGS CITY LIBRARY
2011,6.8542,SANTA FE SPRINGS CITY LIBRARY
2012,0.03033,SANTA FE SPRINGS CITY LIBRARY
2013,0.02357,SANTA FE SPRINGS CITY LIBRARY
2014,0.03914,SANTA FE SPRINGS CITY LIBRARY
2015,7.19557,SANTA FE SPRINGS CITY LIBRARY
2016,9.54743,SANTA FE SPRINGS CITY LIBRARY
2017,10.54797,SANTA FE SPRINGS CITY LIBRARY
2018,9.927,SANTA FE SPRINGS CITY LIBRARY
2019,7.75868,SANTA FE SPRINGS CITY LIBRARY
2010,3.75559,SANTA MARIA PUBLIC LIBRARY
2011,3.34749,SANTA MARIA PUBLIC LIBRARY
2012,0.16316,SANTA MARIA PUBLIC LIBRARY
2013,0.2299,SANTA MARIA PUBLIC LIBRARY
2014,0.19478,SANTA MARIA PUBLIC LIBRARY
2015,3.55457,SANTA MARIA PUBLIC LIBRARY
2016,3.55702,SANTA MARIA PUBLIC LIBRARY
2017,3.55469,SANTA MARIA PUBLIC LIBRARY
2018,3.63582,SANTA MARIA PUBLIC LIBRARY
2019,2.7962,SANTA MARIA PUBLIC LIBRARY
2010,19.96947,SANTA MONICA PUBLIC LIBRARY
2011,19.94444,SANTA MONICA PUBLIC LIBRARY
2012,0.44033,SANTA MONICA PUBLIC LIBRARY
2013,0.505,SANTA MONICA PUBLIC LIBRARY
2014,0.84723,SANTA MONICA PUBLIC LIBRARY
2015,15.70257,SANTA MONICA PUBLIC LIBRARY
2016,15.76629,SANTA MONICA PUBLIC LIBRARY
2017,15.06605,SANTA MONICA PUBLIC LIBRARY
2018,14.27684,SANTA MONICA PUBLIC LIBRARY
2019,14.43035,SANTA MONICA PUBLIC LIBRARY
2010,12.39727,SAUSALITO PUBLIC LIBRARY
2011,15.85906,SAUSALITO PUBLIC LIBRARY
2012,0.62872,SAUSALITO PUBLIC LIBRARY
2013,0.90146,SAUSALITO PUBLIC LIBRARY
2014,1.11863,SAUSALITO PUBLIC LIBRARY
2015,20.06194,SAUSALITO PUBLIC LIBRARY
2016,18.53433,SAUSALITO PUBLIC LIBRARY
2017,18.45461,SAUSALITO PUBLIC LIBRARY
2018,18.19391,SAUSALITO PUBLIC LIBRARY
2019,14.25676,SAUSALITO PUBLIC LIBRARY
2010,3.03218,SHASTA PUBLIC LIBRARIES
2011,3.39017,SHASTA PUBLIC LIBRARIES
2012,0.07438,SHASTA PUBLIC LIBRARIES
2013,0.11567,SHASTA PUBLIC LIBRARIES
2014,0.06448,SHASTA PUBLIC LIBRARIES
2015,3.12447,SHASTA PUBLIC LIBRARIES
2016,2.94983,SHASTA PUBLIC LIBRARIES
2017,2.71926,SHASTA PUBLIC LIBRARIES
2018,2.6865,SHASTA PUBLIC LIBRARIES
2019,2.04764,SHASTA PUBLIC LIBRARIES
2010,10.17391,SIERRA MADRE PUBLIC LIBRARY
2011,9.58871,SIERRA MADRE PUBLIC LIBRARY
2012,0.25628,SIERRA MADRE PUBLIC LIBRARY
2013,0.30404,SIERRA MADRE PUBLIC LIBRARY
2014,0.29884,SIERRA MADRE PUBLIC LIBRARY
2015,10.28775,SIERRA MADRE PUBLIC LIBRARY
2016,8.88547,SIERRA MADRE PUBLIC LIBRARY
2017,10.41617,SIERRA MADRE PUBLIC LIBRARY
2018,10.37916,SIERRA MADRE PUBLIC LIBRARY
2019,9.04863,SIERRA MADRE PUBLIC LIBRARY
2010,5.36118,SIGNAL HILL PUBLIC LIBRARY
2011,3.5917,SIGNAL HILL PUBLIC LIBRARY
2012,,SIGNAL HILL PUBLIC LIBRARY
2013,,SIGNAL HILL PUBLIC LIBRARY
2014,,SIGNAL HILL PUBLIC LIBRARY
2015,3.3365,SIGNAL HILL PUBLIC LIBRARY
2016,2.43328,SIGNAL HILL PUBLIC LIBRARY
2017,2.62669,SIGNAL HILL PUBLIC LIBRARY
2018,3.50674,SIGNAL HILL PUBLIC LIBRARY
2019,6.63303,SIGNAL HILL PUBLIC LIBRARY
2010,,SIMI VALLEY PUBLIC LIBRARY
2011,,SIMI VALLEY PUBLIC LIBRARY
2012,,SIMI VALLEY PUBLIC LIBRARY
2013,0.0004,SIMI VALLEY PUBLIC LIBRARY
2014,0.00083,SIMI VALLEY PUBLIC LIBRARY
2015,2.65509,SIMI VALLEY PUBLIC LIBRARY
2016,2.28225,SIMI VALLEY PUBLIC LIBRARY
2017,2.27624,SIMI VALLEY PUBLIC LIBRARY
2018,2.58745,SIMI VALLEY PUBLIC LIBRARY
2019,2.66701,SIMI VALLEY PUBLIC LIBRARY
2010,2.00537,SISKIYOU COUNTY FREE LIBRARY
2011,1.19326,SISKIYOU COUNTY FREE LIBRARY
2012,,SISKIYOU COUNTY FREE LIBRARY
2013,,SISKIYOU COUNTY FREE LIBRARY
2014,,SISKIYOU COUNTY FREE LIBRARY
2015,3.97941,SISKIYOU COUNTY FREE LIBRARY
2016,3.91653,SISKIYOU COUNTY FREE LIBRARY
2017,4.13967,SISKIYOU COUNTY FREE LIBRARY
2018,4.72757,SISKIYOU COUNTY FREE LIBRARY
2019,3.68141,SISKIYOU COUNTY FREE LIBRARY
2010,8.1514,SOLANO COUNTY LIBRARY
2011,7.02125,SOLANO COUNTY LIBRARY
2012,0.03679,SOLANO COUNTY LIBRARY
2013,0.06202,SOLANO COUNTY LIBRARY
2014,0.10228,SOLANO COUNTY LIBRARY
2015,4.86801,SOLANO COUNTY LIBRARY
2016,4.35369,SOLANO COUNTY LIBRARY
2017,3.95654,SOLANO COUNTY LIBRARY
2018,3.78982,SOLANO COUNTY LIBRARY
2019,3.56698,SOLANO COUNTY LIBRARY
2010,7.71896,SONOMA COUNTY LIBRARY
2011,7.01728,SONOMA COUNTY LIBRARY
2012,0.21849,SONOMA COUNTY LIBRARY
2013,0.25295,SONOMA COUNTY LIBRARY
2014,0.28519,SONOMA COUNTY LIBRARY
2015,6.53763,SONOMA COUNTY LIBRARY
2016,6.2815,SONOMA COUNTY LIBRARY
2017,6.06912,SONOMA COUNTY LIBRARY
2018,6.88437,SONOMA COUNTY LIBRARY
2019,6.46503,SONOMA COUNTY LIBRARY
2010,17.62981,SOUTH PASADENA PUBLIC LIBRARY
2011,17.76424,SOUTH PASADENA PUBLIC LIBRARY
2012,,SOUTH PASADENA PUBLIC LIBRARY
2013,0.17742,SOUTH PASADENA PUBLIC LIBRARY
2014,0.23218,SOUTH PASADENA PUBLIC LIBRARY
2015,14.22764,SOUTH PASADENA PUBLIC LIBRARY
2016,13.09118,SOUTH PASADENA PUBLIC LIBRARY
2017,12.22767,SOUTH PASADENA PUBLIC LIBRARY
2018,12.31054,SOUTH PASADENA PUBLIC LIBRARY
2019,10.39913,SOUTH PASADENA PUBLIC LIBRARY
2010,11.2943,SOUTH SAN FRANCISCO PUBLIC LIBRARY
2011,11.44832,SOUTH SAN FRANCISCO PUBLIC LIBRARY
2012,0.05882,SOUTH SAN FRANCISCO PUBLIC LIBRARY
2013,0.14489,SOUTH SAN FRANCISCO PUBLIC LIBRARY
2014,0.23876,SOUTH SAN FRANCISCO PUBLIC LIBRARY
2015,8.79704,SOUTH SAN FRANCISCO PUBLIC LIBRARY
2016,8.68109,SOUTH SAN FRANCISCO PUBLIC LIBRARY
2017,8.09244,SOUTH SAN FRANCISCO PUBLIC LIBRARY
2018,8.68388,SOUTH SAN FRANCISCO PUBLIC LIBRARY
2019,6.63883,SOUTH SAN FRANCISCO PUBLIC LIBRARY
2010,43.25645,ST. HELENA PUBLIC LIBRARY
2011,44.24681,ST. HELENA PUBLIC LIBRARY
2012,0.36402,ST. HELENA PUBLIC LIBRARY
2013,1.26805,ST. HELENA PUBLIC LIBRARY
2014,0.94477,ST. HELENA PUBLIC LIBRARY
2015,39.82628,ST. HELENA PUBLIC LIBRARY
2016,26.96105,ST. HELENA PUBLIC LIBRARY
2017,24.21363,ST. HELENA PUBLIC LIBRARY
2018,24.10435,ST. HELENA PUBLIC LIBRARY
2019,21.25589,ST. HELENA PUBLIC LIBRARY
2010,4.25829,STANISLAUS COUNTY FREE LIBRARY
2011,4.04265,STANISLAUS COUNTY FREE LIBRARY
2012,0.02234,STANISLAUS COUNTY FREE LIBRARY
2013,0.0565,STANISLAUS COUNTY FREE LIBRARY
2014,0.10681,STANISLAUS COUNTY FREE LIBRARY
2015,3.30064,STANISLAUS COUNTY FREE LIBRARY
2016,3.13402,STANISLAUS COUNTY FREE LIBRARY
2017,3.00028,STANISLAUS COUNTY FREE LIBRARY
2018,2.9519,STANISLAUS COUNTY FREE LIBRARY
2019,2.26718,STANISLAUS COUNTY FREE LIBRARY
2010,2.68328,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY
2011,2.69825,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY
2012,0.02642,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY
2013,0.04275,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY
2014,0.0518,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY
2015,2.22499,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY
2016,1.96398,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY
2017,1.57689,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY
2018,1.91205,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY
2019,1.02628,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY
2010,17.89023,SUNNYVALE PUBLIC LIBRARY
2011,18.93119,SUNNYVALE PUBLIC LIBRARY
2012,0.30545,SUNNYVALE PUBLIC LIBRARY
2013,0.39281,SUNNYVALE PUBLIC LIBRARY
2014,0.56578,SUNNYVALE PUBLIC LIBRARY
2015,16.15324,SUNNYVALE PUBLIC LIBRARY
2016,14.52534,SUNNYVALE PUBLIC LIBRARY
2017,13.74145,SUNNYVALE PUBLIC LIBRARY
2018,12.75548,SUNNYVALE PUBLIC LIBRARY
2019,9.10988,SUNNYVALE PUBLIC LIBRARY
2010,4.0457,SUTTER COUNTY LIBRARY
2011,3.89396,SUTTER COUNTY LIBRARY
2012,0.02258,SUTTER COUNTY LIBRARY
2013,0.02466,SUTTER COUNTY LIBRARY
2014,0.05066,SUTTER COUNTY LIBRARY
2015,6.41446,SUTTER COUNTY LIBRARY
2016,3.10715,SUTTER COUNTY LIBRARY
2017,3.30804,SUTTER COUNTY LIBRARY
2018,3.42743,SUTTER COUNTY LIBRARY
2019,2.15551,SUTTER COUNTY LIBRARY
2010,1.90219,TEHAMA COUNTY LIBRARY
2011,2.10931,TEHAMA COUNTY LIBRARY
2012,0.01077,TEHAMA COUNTY LIBRARY
2013,0.00494,TEHAMA COUNTY LIBRARY
2014,0.04361,TEHAMA COUNTY LIBRARY
2015,1.78468,TEHAMA COUNTY LIBRARY
2016,2.47313,TEHAMA COUNTY LIBRARY
2017,2.41878,TEHAMA COUNTY LIBRARY
2018,2.40698,TEHAMA COUNTY LIBRARY
2019,2.13386,TEHAMA COUNTY LIBRARY
2010,12.20327,THOUSAND OAKS LIBRARY
2011,11.02619,THOUSAND OAKS LIBRARY
2012,0.04369,THOUSAND OAKS LIBRARY
2013,0.47145,THOUSAND OAKS LIBRARY
2014,0.40753,THOUSAND OAKS LIBRARY
2015,6.80117,THOUSAND OAKS LIBRARY
2016,6.51109,THOUSAND OAKS LIBRARY
2017,6.05447,THOUSAND OAKS LIBRARY
2018,6.02139,THOUSAND OAKS LIBRARY
2019,5.38489,THOUSAND OAKS LIBRARY
2010,9.94397,TORRANCE PUBLIC LIBRARY
2011,9.33194,TORRANCE PUBLIC LIBRARY
2012,0.01026,TORRANCE PUBLIC LIBRARY
2013,0.03268,TORRANCE PUBLIC LIBRARY
2014,0.10171,TORRANCE PUBLIC LIBRARY
2015,9.69122,TORRANCE PUBLIC LIBRARY
2016,8.87952,TORRANCE PUBLIC LIBRARY
2017,7.96665,TORRANCE PUBLIC LIBRARY
2018,7.43748,TORRANCE PUBLIC LIBRARY
2019,4.7123,TORRANCE PUBLIC LIBRARY
2010,3.58139,TRINITY COUNTY FREE LIBRARY
2011,3.17388,TRINITY COUNTY FREE LIBRARY
2012,0.06568,TRINITY COUNTY FREE LIBRARY
2013,0.07364,TRINITY COUNTY FREE LIBRARY
2014,0.05969,TRINITY COUNTY FREE LIBRARY
2015,2.57701,TRINITY COUNTY FREE LIBRARY
2016,2.51893,TRINITY COUNTY FREE LIBRARY
2017,31.90451,TRINITY COUNTY FREE LIBRARY
2018,3.51812,TRINITY COUNTY FREE LIBRARY
2019,2.56067,TRINITY COUNTY FREE LIBRARY
2010,1.67165,TULARE COUNTY FREE LIBRARY
2011,1.67723,TULARE COUNTY FREE LIBRARY
2012,0.04733,TULARE COUNTY FREE LIBRARY
2013,0.07974,TULARE COUNTY FREE LIBRARY
2014,0.10296,TULARE COUNTY FREE LIBRARY
2015,1.82026,TULARE COUNTY FREE LIBRARY
2016,1.80466,TULARE COUNTY FREE LIBRARY
2017,1.42473,TULARE COUNTY FREE LIBRARY
2018,1.29825,TULARE COUNTY FREE LIBRARY
2019,0.99826,TULARE COUNTY FREE LIBRARY
2010,4.98193,TULARE PUBLIC LIBRARY
2011,4.66078,TULARE PUBLIC LIBRARY
2012,,TULARE PUBLIC LIBRARY
2013,,TULARE PUBLIC LIBRARY
2014,0.0812,TULARE PUBLIC LIBRARY
2015,3.70656,TULARE PUBLIC LIBRARY
2016,3.26061,TULARE PUBLIC LIBRARY
2017,2.68179,TULARE PUBLIC LIBRARY
2018,2.49468,TULARE PUBLIC LIBRARY
2019,1.90295,TULARE PUBLIC LIBRARY
2010,3.53196,TUOLUMNE COUNTY LIBRARY
2011,3.45315,TUOLUMNE COUNTY LIBRARY
2012,0.10105,TUOLUMNE COUNTY LIBRARY
2013,0.11544,TUOLUMNE COUNTY LIBRARY
2014,0.11819,TUOLUMNE COUNTY LIBRARY
2015,6.13304,TUOLUMNE COUNTY LIBRARY
2016,2.78421,TUOLUMNE COUNTY LIBRARY
2017,2.6135,TUOLUMNE COUNTY LIBRARY
2018,3.01112,TUOLUMNE COUNTY LIBRARY
2019,1.64177,TUOLUMNE COUNTY LIBRARY
2010,3.82281,UPLAND PUBLIC LIBRARY
2011,3.53278,UPLAND PUBLIC LIBRARY
2012,0.07883,UPLAND PUBLIC LIBRARY
2013,0.11101,UPLAND PUBLIC LIBRARY
2014,0.21212,UPLAND PUBLIC LIBRARY
2015,2.34074,UPLAND PUBLIC LIBRARY
2016,2.20142,UPLAND PUBLIC LIBRARY
2017,2.21793,UPLAND PUBLIC LIBRARY
2018,2.39608,UPLAND PUBLIC LIBRARY
2019,2.24052,UPLAND PUBLIC LIBRARY
2010,3.7696,VENTURA COUNTY LIBRARY
2011,2.8717,VENTURA COUNTY LIBRARY
2012,1.32174,VENTURA COUNTY LIBRARY
2013,1.95149,VENTURA COUNTY LIBRARY
2014,2.02151,VENTURA COUNTY LIBRARY
2015,4.95444,VENTURA COUNTY LIBRARY
2016,4.54931,VENTURA COUNTY LIBRARY
2017,3.60564,VENTURA COUNTY LIBRARY
2018,3.52883,VENTURA COUNTY LIBRARY
2019,3.23126,VENTURA COUNTY LIBRARY
2010,,VICTORVILLE CITY LIBRARY
2011,1.79027,VICTORVILLE CITY LIBRARY
2012,,VICTORVILLE CITY LIBRARY
2013,-1e-05,VICTORVILLE CITY LIBRARY
2014,0.00505,VICTORVILLE CITY LIBRARY
2015,1.34353,VICTORVILLE CITY LIBRARY
2016,1.14827,VICTORVILLE CITY LIBRARY
2017,0.9223,VICTORVILLE CITY LIBRARY
2018,0.91674,VICTORVILLE CITY LIBRARY
2019,0.68598,VICTORVILLE CITY LIBRARY
2010,5.65694,WATSONVILLE PUBLIC LIBRARY
2011,5.93154,WATSONVILLE PUBLIC LIBRARY
2012,0.00434,WATSONVILLE PUBLIC LIBRARY
2013,0.00866,WATSONVILLE PUBLIC LIBRARY
2014,0.02367,WATSONVILLE PUBLIC LIBRARY
2015,4.61589,WATSONVILLE PUBLIC LIBRARY
2016,4.97561,WATSONVILLE PUBLIC LIBRARY
2017,5.20128,WATSONVILLE PUBLIC LIBRARY
2018,5.86768,WATSONVILLE PUBLIC LIBRARY
2019,2.90626,WATSONVILLE PUBLIC LIBRARY
2010,6.12031,WHITTIER PUBLIC LIBRARY
2011,4.42368,WHITTIER PUBLIC LIBRARY
2012,0.01304,WHITTIER PUBLIC LIBRARY
2013,0.05567,WHITTIER PUBLIC LIBRARY
2014,0.05454,WHITTIER PUBLIC LIBRARY
2015,3.42536,WHITTIER PUBLIC LIBRARY
2016,3.54922,WHITTIER PUBLIC LIBRARY
2017,3.1534,WHITTIER PUBLIC LIBRARY
2018,3.36174,WHITTIER PUBLIC LIBRARY
2019,2.18389,WHITTIER PUBLIC LIBRARY
2010,3.60967,WILLOWS PUBLIC LIBRARY
2011,2.42506,WILLOWS PUBLIC LIBRARY
2012,0.01503,WILLOWS PUBLIC LIBRARY
2013,0.02572,WILLOWS PUBLIC LIBRARY
2014,0.06984,WILLOWS PUBLIC LIBRARY
2015,1.90568,WILLOWS PUBLIC LIBRARY
2016,1.74854,WILLOWS PUBLIC LIBRARY
2017,1.73292,WILLOWS PUBLIC LIBRARY
2018,1.87665,WILLOWS PUBLIC LIBRARY
2019,1.74441,WILLOWS PUBLIC LIBRARY
2010,5.49787,WOODLAND PUBLIC LIBRARY
2011,5.44183,WOODLAND PUBLIC LIBRARY
2012,0.04516,WOODLAND PUBLIC LIBRARY
2013,0.0522,WOODLAND PUBLIC LIBRARY
2014,0.07925,WOODLAND PUBLIC LIBRARY
2015,5.18531,WOODLAND PUBLIC LIBRARY
2016,4.73381,WOODLAND PUBLIC LIBRARY
2017,4.59335,WOODLAND PUBLIC LIBRARY
2018,4.58465,WOODLAND PUBLIC LIBRARY
2019,3.3771,WOODLAND PUBLIC LIBRARY
2010,8.19293,YOLO COUNTY LIBRARY
2011,7.8208,YOLO COUNTY LIBRARY
2012,0.22748,YOLO COUNTY LIBRARY
2013,0.31971,YOLO COUNTY LIBRARY
2014,0.40955,YOLO COUNTY LIBRARY
2015,8.27203,YOLO COUNTY LIBRARY
2016,7.52637,YOLO COUNTY LIBRARY
2017,7.41776,YOLO COUNTY LIBRARY
2018,9.16432,YOLO COUNTY LIBRARY
2019,5.76194,YOLO COUNTY LIBRARY
2010,13.03819,YORBA LINDA PUBLIC LIBRARY
2011,13.29238,YORBA LINDA PUBLIC LIBRARY
2012,0.67359,YORBA LINDA PUBLIC LIBRARY
2013,1.02736,YORBA LINDA PUBLIC LIBRARY
2014,1.05938,YORBA LINDA PUBLIC LIBRARY
2015,13.03182,YORBA LINDA PUBLIC LIBRARY
2016,12.62544,YORBA LINDA PUBLIC LIBRARY
2017,15.01489,YORBA LINDA PUBLIC LIBRARY
2018,16.91673,YORBA LINDA PUBLIC LIBRARY
2019,11.52214,YORBA LINDA PUBLIC LIBRARY
2010,2.15762,YUBA COUNTY LIBRARY
2011,1.46846,YUBA COUNTY LIBRARY
2012,,YUBA COUNTY LIBRARY
2013,0.18443,YUBA COUNTY LIBRARY
2014,0.16038,YUBA COUNTY LIBRARY
2015,1.9027,YUBA COUNTY LIBRARY
2016,1.76242,YUBA COUNTY LIBRARY
2017,1.16093,YUBA COUNTY LIBRARY
2018,0.96868,YUBA COUNTY LIBRARY
2019,0.75708,YUBA COUNTY LIBRARY
