Year,Expense Per Capita,Library
2012,17.89933,MURRIETA PUBLIC LIBRARY
2013,17.44214,MURRIETA PUBLIC LIBRARY
2014,17.93813,MURRIETA PUBLIC LIBRARY
2015,17.60154,MURRIETA PUBLIC LIBRARY
2016,18.2793,MURRIETA PUBLIC LIBRARY
2017,20.05786,MURRIETA PUBLIC LIBRARY
2018,18.9475,MURRIETA PUBLIC LIBRARY
2019,20.85994,MURRIETA PUBLIC LIBRARY
2010,51.08168,NAPA COUNTY LIBRARY
2011,49.64019,NAPA COUNTY LIBRARY
2012,51.69469,NAPA COUNTY LIBRARY
2013,51.41633,NAPA COUNTY LIBRARY
2014,84.7545,NAPA COUNTY LIBRARY
2015,65.50925,NAPA COUNTY LIBRARY
2016,81.58977,NAPA COUNTY LIBRARY
2017,62.16134,NAPA COUNTY LIBRARY
2018,56.25219,NAPA COUNTY LIBRARY
2019,63.7461,NAPA COUNTY LIBRARY
2010,42.03562,NATIONAL CITY PUBLIC LIBRARY
2011,41.78132,NATIONAL CITY PUBLIC LIBRARY
2012,47.62876,NATIONAL CITY PUBLIC LIBRARY
2013,45.724,NATIONAL CITY PUBLIC LIBRARY
2014,30.20076,NATIONAL CITY PUBLIC LIBRARY
2015,34.23659,NATIONAL CITY PUBLIC LIBRARY
2016,34.56739,NATIONAL CITY PUBLIC LIBRARY
2017,34.19492,NATIONAL CITY PUBLIC LIBRARY
2018,34.97989,NATIONAL CITY PUBLIC LIBRARY
2019,34.8094,NATIONAL CITY PUBLIC LIBRARY
2010,20.66519,NEVADA COUNTY LIBRARY
2011,23.21318,NEVADA COUNTY LIBRARY
2012,24.117,NEVADA COUNTY LIBRARY
2013,25.59933,NEVADA COUNTY LIBRARY
2014,26.20682,NEVADA COUNTY LIBRARY
2015,29.77516,NEVADA COUNTY LIBRARY
2016,29.44894,NEVADA COUNTY LIBRARY
2017,37.05827,NEVADA COUNTY LIBRARY
2018,40.954,NEVADA COUNTY LIBRARY
2019,44.95134,NEVADA COUNTY LIBRARY
2010,76.77832,NEWPORT BEACH PUBLIC LIBRARY
2011,76.76294,NEWPORT BEACH PUBLIC LIBRARY
2012,78.18017,NEWPORT BEACH PUBLIC LIBRARY
2013,83.40029,NEWPORT BEACH PUBLIC LIBRARY
2014,84.95287,NEWPORT BEACH PUBLIC LIBRARY
2015,91.76381,NEWPORT BEACH PUBLIC LIBRARY
2016,97.60601,NEWPORT BEACH PUBLIC LIBRARY
2017,99.77891,NEWPORT BEACH PUBLIC LIBRARY
2018,102.6006,NEWPORT BEACH PUBLIC LIBRARY
2019,100.51075,NEWPORT BEACH PUBLIC LIBRARY
2010,54.7453,OAKLAND PUBLIC LIBRARY
2011,53.4537,OAKLAND PUBLIC LIBRARY
2012,54.62497,OAKLAND PUBLIC LIBRARY
2013,61.02171,OAKLAND PUBLIC LIBRARY
2014,61.41256,OAKLAND PUBLIC LIBRARY
2015,61.94924,OAKLAND PUBLIC LIBRARY
2016,64.28863,OAKLAND PUBLIC LIBRARY
2017,67.89823,OAKLAND PUBLIC LIBRARY
2018,72.00854,OAKLAND PUBLIC LIBRARY
2019,88.43809,OAKLAND PUBLIC LIBRARY
2010,30.10113,OCEANSIDE PUBLIC LIBRARY
2011,27.8087,OCEANSIDE PUBLIC LIBRARY
2012,26.24615,OCEANSIDE PUBLIC LIBRARY
2013,28.31262,OCEANSIDE PUBLIC LIBRARY
2014,28.25485,OCEANSIDE PUBLIC LIBRARY
2015,28.95495,OCEANSIDE PUBLIC LIBRARY
2016,30.50041,OCEANSIDE PUBLIC LIBRARY
2017,33.19743,OCEANSIDE PUBLIC LIBRARY
2018,29.68939,OCEANSIDE PUBLIC LIBRARY
2019,33.67122,OCEANSIDE PUBLIC LIBRARY
2010,23.97578,ONTARIO CITY LIBRARY
2011,23.78475,ONTARIO CITY LIBRARY
2012,24.00195,ONTARIO CITY LIBRARY
2013,25.64954,ONTARIO CITY LIBRARY
2014,25.44327,ONTARIO CITY LIBRARY
2015,26.89251,ONTARIO CITY LIBRARY
2016,28.13768,ONTARIO CITY LIBRARY
2017,32.59974,ONTARIO CITY LIBRARY
2018,28.75769,ONTARIO CITY LIBRARY
2019,28.17054,ONTARIO CITY LIBRARY
2010,25.24796,ORANGE COUNTY PUBLIC LIBRARIES
2011,24.35526,ORANGE COUNTY PUBLIC LIBRARIES
2012,24.07786,ORANGE COUNTY PUBLIC LIBRARIES
2013,25.40958,ORANGE COUNTY PUBLIC LIBRARIES
2014,27.47426,ORANGE COUNTY PUBLIC LIBRARIES
2015,29.26248,ORANGE COUNTY PUBLIC LIBRARIES
2016,26.23896,ORANGE COUNTY PUBLIC LIBRARIES
2017,28.44015,ORANGE COUNTY PUBLIC LIBRARIES
2018,28.9962,ORANGE COUNTY PUBLIC LIBRARIES
2019,32.911,ORANGE COUNTY PUBLIC LIBRARIES
2010,27.4589,ORANGE PUBLIC LIBRARY
2011,27.58844,ORANGE PUBLIC LIBRARY
2012,28.63187,ORANGE PUBLIC LIBRARY
2013,30.49058,ORANGE PUBLIC LIBRARY
2014,33.11725,ORANGE PUBLIC LIBRARY
2015,30.68157,ORANGE PUBLIC LIBRARY
2016,32.91978,ORANGE PUBLIC LIBRARY
2017,35.35896,ORANGE PUBLIC LIBRARY
2018,37.47122,ORANGE PUBLIC LIBRARY
2019,36.44399,ORANGE PUBLIC LIBRARY
2010,17.88815,ORLAND FREE LIBRARY
2011,18.12261,ORLAND FREE LIBRARY
2012,18.47662,ORLAND FREE LIBRARY
2013,18.75972,ORLAND FREE LIBRARY
2014,18.31421,ORLAND FREE LIBRARY
2015,20.18034,ORLAND FREE LIBRARY
2016,23.19825,ORLAND FREE LIBRARY
2017,25.68576,ORLAND FREE LIBRARY
2018,29.80864,ORLAND FREE LIBRARY
2019,32.32125,ORLAND FREE LIBRARY
2010,22.73204,OXNARD PUBLIC LIBRARY
2011,21.47573,OXNARD PUBLIC LIBRARY
2012,21.15119,OXNARD PUBLIC LIBRARY
2013,20.4223,OXNARD PUBLIC LIBRARY
2014,21.52751,OXNARD PUBLIC LIBRARY
2015,18.70371,OXNARD PUBLIC LIBRARY
2016,18.68387,OXNARD PUBLIC LIBRARY
2017,17.10654,OXNARD PUBLIC LIBRARY
2018,16.13748,OXNARD PUBLIC LIBRARY
2019,16.20143,OXNARD PUBLIC LIBRARY
2010,44.26386,PACIFIC GROVE PUBLIC LIBRARY
2011,53.15724,PACIFIC GROVE PUBLIC LIBRARY
2012,55.49122,PACIFIC GROVE PUBLIC LIBRARY
2013,58.44735,PACIFIC GROVE PUBLIC LIBRARY
2014,58.70639,PACIFIC GROVE PUBLIC LIBRARY
2015,68.93636,PACIFIC GROVE PUBLIC LIBRARY
2016,69.54684,PACIFIC GROVE PUBLIC LIBRARY
2017,79.20083,PACIFIC GROVE PUBLIC LIBRARY
2018,81.57942,PACIFIC GROVE PUBLIC LIBRARY
2019,77.98159,PACIFIC GROVE PUBLIC LIBRARY
2010,41.41049,PALM SPRINGS PUBLIC LIBRARY
2011,43.6965,PALM SPRINGS PUBLIC LIBRARY
2012,41.60148,PALM SPRINGS PUBLIC LIBRARY
2013,48.79521,PALM SPRINGS PUBLIC LIBRARY
2014,53.63084,PALM SPRINGS PUBLIC LIBRARY
2015,55.06613,PALM SPRINGS PUBLIC LIBRARY
2016,51.34019,PALM SPRINGS PUBLIC LIBRARY
2017,57.86438,PALM SPRINGS PUBLIC LIBRARY
2018,54.09195,PALM SPRINGS PUBLIC LIBRARY
2019,53.42676,PALM SPRINGS PUBLIC LIBRARY
2010,8.33306,PALMDALE CITY LIBRARY
2011,6.82257,PALMDALE CITY LIBRARY
2012,8.12605,PALMDALE CITY LIBRARY
2013,7.77854,PALMDALE CITY LIBRARY
2014,8.2311,PALMDALE CITY LIBRARY
2015,7.81747,PALMDALE CITY LIBRARY
2016,8.34022,PALMDALE CITY LIBRARY
2017,8.21462,PALMDALE CITY LIBRARY
2018,8.37504,PALMDALE CITY LIBRARY
2019,9.24817,PALMDALE CITY LIBRARY
2010,103.6666,PALO ALTO CITY LIBRARY
2011,109.28541,PALO ALTO CITY LIBRARY
2012,106.78735,PALO ALTO CITY LIBRARY
2013,110.33057,PALO ALTO CITY LIBRARY
2014,121.85677,PALO ALTO CITY LIBRARY
2015,118.7518,PALO ALTO CITY LIBRARY
2016,130.34315,PALO ALTO CITY LIBRARY
2017,130.82317,PALO ALTO CITY LIBRARY
2018,142.23361,PALO ALTO CITY LIBRARY
2019,150.06119,PALO ALTO CITY LIBRARY
2010,6.4987,PALO VERDE VALLEY LIBRARY DISTRICT
2011,7.80171,PALO VERDE VALLEY LIBRARY DISTRICT
2012,9.46613,PALO VERDE VALLEY LIBRARY DISTRICT
2013,10.09768,PALO VERDE VALLEY LIBRARY DISTRICT
2014,11.35652,PALO VERDE VALLEY LIBRARY DISTRICT
2015,12.19618,PALO VERDE VALLEY LIBRARY DISTRICT
2016,12.0243,PALO VERDE VALLEY LIBRARY DISTRICT
2017,9.18383,PALO VERDE VALLEY LIBRARY DISTRICT
2018,9.10276,PALO VERDE VALLEY LIBRARY DISTRICT
2019,14.90791,PALO VERDE VALLEY LIBRARY DISTRICT
2010,92.51571,PALOS VERDES LIBRARY DISTRICT
2011,110.9698,PALOS VERDES LIBRARY DISTRICT
2012,99.46579,PALOS VERDES LIBRARY DISTRICT
2013,107.54498,PALOS VERDES LIBRARY DISTRICT
2014,115.87807,PALOS VERDES LIBRARY DISTRICT
2015,115.59738,PALOS VERDES LIBRARY DISTRICT
2016,125.65595,PALOS VERDES LIBRARY DISTRICT
2017,125.37278,PALOS VERDES LIBRARY DISTRICT
2018,130.03654,PALOS VERDES LIBRARY DISTRICT
2019,130.59012,PALOS VERDES LIBRARY DISTRICT
2010,84.2502,PASADENA PUBLIC LIBRARY
2011,84.07513,PASADENA PUBLIC LIBRARY
2012,84.99879,PASADENA PUBLIC LIBRARY
2013,89.60067,PASADENA PUBLIC LIBRARY
2014,95.35967,PASADENA PUBLIC LIBRARY
2015,99.71994,PASADENA PUBLIC LIBRARY
2016,102.48123,PASADENA PUBLIC LIBRARY
2017,98.06823,PASADENA PUBLIC LIBRARY
2018,98.6748,PASADENA PUBLIC LIBRARY
2019,92.94047,PASADENA PUBLIC LIBRARY
2010,57.38502,PASO ROBLES CITY LIBRARY
2011,66.91206,PASO ROBLES CITY LIBRARY
2012,51.93702,PASO ROBLES CITY LIBRARY
2013,57.42466,PASO ROBLES CITY LIBRARY
2014,56.65094,PASO ROBLES CITY LIBRARY
2015,32.10622,PASO ROBLES CITY LIBRARY
2016,63.80876,PASO ROBLES CITY LIBRARY
2017,55.99962,PASO ROBLES CITY LIBRARY
2018,43.26904,PASO ROBLES CITY LIBRARY
2019,36.93665,PASO ROBLES CITY LIBRARY
2010,33.82741,PLACENTIA LIBRARY DISTRICT
2011,33.27048,PLACENTIA LIBRARY DISTRICT
2012,34.17998,PLACENTIA LIBRARY DISTRICT
2013,37.61702,PLACENTIA LIBRARY DISTRICT
2014,41.30875,PLACENTIA LIBRARY DISTRICT
2015,43.43865,PLACENTIA LIBRARY DISTRICT
2016,43.06271,PLACENTIA LIBRARY DISTRICT
2017,45.04083,PLACENTIA LIBRARY DISTRICT
2018,51.27158,PLACENTIA LIBRARY DISTRICT
2019,56.49715,PLACENTIA LIBRARY DISTRICT
2010,29.43934,PLACER COUNTY LIBRARY
2011,30.40607,PLACER COUNTY LIBRARY
2012,30.52749,PLACER COUNTY LIBRARY
2013,30.66759,PLACER COUNTY LIBRARY
2014,29.63638,PLACER COUNTY LIBRARY
2015,31.92062,PLACER COUNTY LIBRARY
2016,33.75043,PLACER COUNTY LIBRARY
2017,37.35636,PLACER COUNTY LIBRARY
2018,39.85378,PLACER COUNTY LIBRARY
2019,38.33034,PLACER COUNTY LIBRARY
2010,52.77909,PLEASANTON PUBLIC LIBRARY
2011,56.17553,PLEASANTON PUBLIC LIBRARY
2012,57.38534,PLEASANTON PUBLIC LIBRARY
2013,59.81655,PLEASANTON PUBLIC LIBRARY
2014,59.2128,PLEASANTON PUBLIC LIBRARY
2015,60.37952,PLEASANTON PUBLIC LIBRARY
2016,60.75083,PLEASANTON PUBLIC LIBRARY
2017,62.58242,PLEASANTON PUBLIC LIBRARY
2018,56.33742,PLEASANTON PUBLIC LIBRARY
2019,52.33362,PLEASANTON PUBLIC LIBRARY
2010,27.81077,PLUMAS COUNTY LIBRARY
2011,27.35658,PLUMAS COUNTY LIBRARY
2012,20.86681,PLUMAS COUNTY LIBRARY
2013,17.11557,PLUMAS COUNTY LIBRARY
2014,17.00101,PLUMAS COUNTY LIBRARY
2015,18.04415,PLUMAS COUNTY LIBRARY
2016,18.53053,PLUMAS COUNTY LIBRARY
2017,23.0631,PLUMAS COUNTY LIBRARY
2018,22.76157,PLUMAS COUNTY LIBRARY
2019,28.02567,PLUMAS COUNTY LIBRARY
2010,11.48087,POMONA PUBLIC LIBRARY
2011,10.59338,POMONA PUBLIC LIBRARY
2012,6.51436,POMONA PUBLIC LIBRARY
2013,5.48339,POMONA PUBLIC LIBRARY
2014,4.07319,POMONA PUBLIC LIBRARY
2015,5.82566,POMONA PUBLIC LIBRARY
2016,5.52708,POMONA PUBLIC LIBRARY
2017,5.95011,POMONA PUBLIC LIBRARY
2018,6.19662,POMONA PUBLIC LIBRARY
2019,5.33204,POMONA PUBLIC LIBRARY
2010,16.77928,PORTERVILLE PUBLIC LIBRARY
2011,15.86622,PORTERVILLE PUBLIC LIBRARY
2012,17.91431,PORTERVILLE PUBLIC LIBRARY
2013,17.03104,PORTERVILLE PUBLIC LIBRARY
2014,21.52718,PORTERVILLE PUBLIC LIBRARY
2015,20.96073,PORTERVILLE PUBLIC LIBRARY
2016,20.82099,PORTERVILLE PUBLIC LIBRARY
2017,20.66454,PORTERVILLE PUBLIC LIBRARY
2018,21.45408,PORTERVILLE PUBLIC LIBRARY
2019,21.68511,PORTERVILLE PUBLIC LIBRARY
2010,26.67989,RANCHO CUCAMONGA PUBLIC LIBRARY
2011,26.39412,RANCHO CUCAMONGA PUBLIC LIBRARY
2012,23.27632,RANCHO CUCAMONGA PUBLIC LIBRARY
2013,22.74993,RANCHO CUCAMONGA PUBLIC LIBRARY
2014,25.88243,RANCHO CUCAMONGA PUBLIC LIBRARY
2015,26.99403,RANCHO CUCAMONGA PUBLIC LIBRARY
2016,27.58938,RANCHO CUCAMONGA PUBLIC LIBRARY
2017,26.19875,RANCHO CUCAMONGA PUBLIC LIBRARY
2018,28.01619,RANCHO CUCAMONGA PUBLIC LIBRARY
2019,21.90578,RANCHO CUCAMONGA PUBLIC LIBRARY
2010,157.04218,RANCHO MIRAGE PUBLIC LIBRARY
2011,131.61853,RANCHO MIRAGE PUBLIC LIBRARY
2012,160.19292,RANCHO MIRAGE PUBLIC LIBRARY
2013,188.92713,RANCHO MIRAGE PUBLIC LIBRARY
2014,137.02046,RANCHO MIRAGE PUBLIC LIBRARY
2015,152.40742,RANCHO MIRAGE PUBLIC LIBRARY
2016,151.31828,RANCHO MIRAGE PUBLIC LIBRARY
2017,152.01863,RANCHO MIRAGE PUBLIC LIBRARY
2018,170.78176,RANCHO MIRAGE PUBLIC LIBRARY
2019,186.25461,RANCHO MIRAGE PUBLIC LIBRARY
2010,49.94854,REDONDO BEACH PUBLIC LIBRARY
2011,52.2729,REDONDO BEACH PUBLIC LIBRARY
2012,52.06692,REDONDO BEACH PUBLIC LIBRARY
2013,55.20422,REDONDO BEACH PUBLIC LIBRARY
2014,58.64881,REDONDO BEACH PUBLIC LIBRARY
2015,62.97606,REDONDO BEACH PUBLIC LIBRARY
2016,69.53648,REDONDO BEACH PUBLIC LIBRARY
2017,68.88325,REDONDO BEACH PUBLIC LIBRARY
2018,69.2332,REDONDO BEACH PUBLIC LIBRARY
2019,68.23951,REDONDO BEACH PUBLIC LIBRARY
2010,87.36819,REDWOOD CITY PUBLIC LIBRARY
2011,90.67453,REDWOOD CITY PUBLIC LIBRARY
2012,86.47223,REDWOOD CITY PUBLIC LIBRARY
2013,93.40426,REDWOOD CITY PUBLIC LIBRARY
2014,93.77436,REDWOOD CITY PUBLIC LIBRARY
2015,93.63298,REDWOOD CITY PUBLIC LIBRARY
2016,104.29079,REDWOOD CITY PUBLIC LIBRARY
2017,103.81225,REDWOOD CITY PUBLIC LIBRARY
2018,104.05781,REDWOOD CITY PUBLIC LIBRARY
2019,110.34979,REDWOOD CITY PUBLIC LIBRARY
2010,59.803,RICHMOND PUBLIC LIBRARY
2011,50.09943,RICHMOND PUBLIC LIBRARY
2012,45.13825,RICHMOND PUBLIC LIBRARY
2013,43.29979,RICHMOND PUBLIC LIBRARY
2014,40.98816,RICHMOND PUBLIC LIBRARY
2015,51.34632,RICHMOND PUBLIC LIBRARY
2016,43.98949,RICHMOND PUBLIC LIBRARY
2017,45.11735,RICHMOND PUBLIC LIBRARY
2018,46.43626,RICHMOND PUBLIC LIBRARY
2019,47.68481,RICHMOND PUBLIC LIBRARY
2010,17.62613,RIVERSIDE COUNTY LIBRARY SYSTEM
2011,17.47456,RIVERSIDE COUNTY LIBRARY SYSTEM
2012,16.33844,RIVERSIDE COUNTY LIBRARY SYSTEM
2013,16.57481,RIVERSIDE COUNTY LIBRARY SYSTEM
2014,18.38686,RIVERSIDE COUNTY LIBRARY SYSTEM
2015,17.48604,RIVERSIDE COUNTY LIBRARY SYSTEM
2016,18.45598,RIVERSIDE COUNTY LIBRARY SYSTEM
2017,18.02387,RIVERSIDE COUNTY LIBRARY SYSTEM
2018,21.72236,RIVERSIDE COUNTY LIBRARY SYSTEM
2019,21.4065,RIVERSIDE COUNTY LIBRARY SYSTEM
2010,20.89642,RIVERSIDE PUBLIC LIBRARY
2011,17.99753,RIVERSIDE PUBLIC LIBRARY
2012,18.80989,RIVERSIDE PUBLIC LIBRARY
2013,19.52214,RIVERSIDE PUBLIC LIBRARY
2014,,RIVERSIDE PUBLIC LIBRARY
2015,19.1663,RIVERSIDE PUBLIC LIBRARY
2016,19.31323,RIVERSIDE PUBLIC LIBRARY
2017,22.78096,RIVERSIDE PUBLIC LIBRARY
2018,22.72568,RIVERSIDE PUBLIC LIBRARY
2019,24.37191,RIVERSIDE PUBLIC LIBRARY
2010,23.19659,ROSEVILLE PUBLIC LIBRARY
2011,25.43264,ROSEVILLE PUBLIC LIBRARY
2012,26.88147,ROSEVILLE PUBLIC LIBRARY
2013,25.78277,ROSEVILLE PUBLIC LIBRARY
2014,27.04777,ROSEVILLE PUBLIC LIBRARY
2015,26.77981,ROSEVILLE PUBLIC LIBRARY
2016,26.2026,ROSEVILLE PUBLIC LIBRARY
2017,35.32597,ROSEVILLE PUBLIC LIBRARY
2018,33.65962,ROSEVILLE PUBLIC LIBRARY
2019,32.00149,ROSEVILLE PUBLIC LIBRARY
2010,26.37538,SACRAMENTO PUBLIC LIBRARY
2011,23.04546,SACRAMENTO PUBLIC LIBRARY
2012,25.63826,SACRAMENTO PUBLIC LIBRARY
2013,25.47711,SACRAMENTO PUBLIC LIBRARY
2014,24.00373,SACRAMENTO PUBLIC LIBRARY
2015,25.77977,SACRAMENTO PUBLIC LIBRARY
2016,26.83872,SACRAMENTO PUBLIC LIBRARY
2017,31.86608,SACRAMENTO PUBLIC LIBRARY
2018,29.68839,SACRAMENTO PUBLIC LIBRARY
2019,30.92349,SACRAMENTO PUBLIC LIBRARY
2010,26.48867,SALINAS PUBLIC LIBRARY
2011,22.4841,SALINAS PUBLIC LIBRARY
2012,22.55184,SALINAS PUBLIC LIBRARY
2013,22.03568,SALINAS PUBLIC LIBRARY
2014,19.92344,SALINAS PUBLIC LIBRARY
2015,28.59145,SALINAS PUBLIC LIBRARY
2016,29.8982,SALINAS PUBLIC LIBRARY
2017,29.95961,SALINAS PUBLIC LIBRARY
2018,29.36255,SALINAS PUBLIC LIBRARY
2019,26.96136,SALINAS PUBLIC LIBRARY
2010,49.47859,SAN ANSELMO PUBLIC LIBRARY
2011,55.6702,SAN ANSELMO PUBLIC LIBRARY
2012,61.93629,SAN ANSELMO PUBLIC LIBRARY
2013,62.85344,SAN ANSELMO PUBLIC LIBRARY
2014,64.59866,SAN ANSELMO PUBLIC LIBRARY
2015,66.9501,SAN ANSELMO PUBLIC LIBRARY
2016,67.39716,SAN ANSELMO PUBLIC LIBRARY
2017,72.35554,SAN ANSELMO PUBLIC LIBRARY
2018,77.05829,SAN ANSELMO PUBLIC LIBRARY
2019,68.52034,SAN ANSELMO PUBLIC LIBRARY
2010,14.21177,SAN BENITO COUNTY FREE LIBRARY
2011,14.20591,SAN BENITO COUNTY FREE LIBRARY
2012,13.711,SAN BENITO COUNTY FREE LIBRARY
2013,15.13815,SAN BENITO COUNTY FREE LIBRARY
2014,14.1787,SAN BENITO COUNTY FREE LIBRARY
2015,14.34681,SAN BENITO COUNTY FREE LIBRARY
2016,17.45138,SAN BENITO COUNTY FREE LIBRARY
2017,18.07844,SAN BENITO COUNTY FREE LIBRARY
2018,17.78955,SAN BENITO COUNTY FREE LIBRARY
2019,20.55439,SAN BENITO COUNTY FREE LIBRARY
2010,5.3396,SAN BERNARDINO COUNTY LIBRARY
2011,6.1338,SAN BERNARDINO COUNTY LIBRARY
2012,10.60948,SAN BERNARDINO COUNTY LIBRARY
2013,12.2638,SAN BERNARDINO COUNTY LIBRARY
2014,11.90456,SAN BERNARDINO COUNTY LIBRARY
2015,13.54995,SAN BERNARDINO COUNTY LIBRARY
2016,13.28159,SAN BERNARDINO COUNTY LIBRARY
2017,14.1567,SAN BERNARDINO COUNTY LIBRARY
2018,17.29999,SAN BERNARDINO COUNTY LIBRARY
2019,14.05513,SAN BERNARDINO COUNTY LIBRARY
2010,10.70278,SAN BERNARDINO PUBLIC LIBRARY
2011,10.24972,SAN BERNARDINO PUBLIC LIBRARY
2012,8.7624,SAN BERNARDINO PUBLIC LIBRARY
2013,8.46192,SAN BERNARDINO PUBLIC LIBRARY
2014,7.97311,SAN BERNARDINO PUBLIC LIBRARY
2015,8.26185,SAN BERNARDINO PUBLIC LIBRARY
2016,8.7954,SAN BERNARDINO PUBLIC LIBRARY
2017,8.63161,SAN BERNARDINO PUBLIC LIBRARY
2018,8.99002,SAN BERNARDINO PUBLIC LIBRARY
2019,10.14053,SAN BERNARDINO PUBLIC LIBRARY
2010,44.14765,SAN BRUNO PUBLIC LIBRARY
2011,42.80198,SAN BRUNO PUBLIC LIBRARY
2012,43.2213,SAN BRUNO PUBLIC LIBRARY
2013,42.82842,SAN BRUNO PUBLIC LIBRARY
2014,44.14997,SAN BRUNO PUBLIC LIBRARY
2015,44.42811,SAN BRUNO PUBLIC LIBRARY
2016,46.22108,SAN BRUNO PUBLIC LIBRARY
2017,49.60332,SAN BRUNO PUBLIC LIBRARY
2018,51.58636,SAN BRUNO PUBLIC LIBRARY
2019,53.05157,SAN BRUNO PUBLIC LIBRARY
2010,32.63325,SAN DIEGO COUNTY LIBRARY
2011,30.20766,SAN DIEGO COUNTY LIBRARY
2012,29.92015,SAN DIEGO COUNTY LIBRARY
2013,31.42538,SAN DIEGO COUNTY LIBRARY
2014,34.05669,SAN DIEGO COUNTY LIBRARY
2015,36.25343,SAN DIEGO COUNTY LIBRARY
2016,35.71977,SAN DIEGO COUNTY LIBRARY
2017,39.98424,SAN DIEGO COUNTY LIBRARY
2018,43.06908,SAN DIEGO COUNTY LIBRARY
2019,44.84571,SAN DIEGO COUNTY LIBRARY
2010,27.98632,SAN DIEGO PUBLIC LIBRARY
2011,25.34059,SAN DIEGO PUBLIC LIBRARY
2012,29.91536,SAN DIEGO PUBLIC LIBRARY
2013,32.49474,SAN DIEGO PUBLIC LIBRARY
2014,33.63425,SAN DIEGO PUBLIC LIBRARY
2015,33.87814,SAN DIEGO PUBLIC LIBRARY
2016,35.14271,SAN DIEGO PUBLIC LIBRARY
2017,39.03542,SAN DIEGO PUBLIC LIBRARY
2018,38.60739,SAN DIEGO PUBLIC LIBRARY
2019,41.53136,SAN DIEGO PUBLIC LIBRARY
2010,100.17428,SAN FRANCISCO PUBLIC LIBRARY
2011,113.86857,SAN FRANCISCO PUBLIC LIBRARY
2012,111.84969,SAN FRANCISCO PUBLIC LIBRARY
2013,118.47341,SAN FRANCISCO PUBLIC LIBRARY
2014,130.139,SAN FRANCISCO PUBLIC LIBRARY
2015,129.79136,SAN FRANCISCO PUBLIC LIBRARY
2016,143.48005,SAN FRANCISCO PUBLIC LIBRARY
2017,140.8001,SAN FRANCISCO PUBLIC LIBRARY
2018,154.50153,SAN FRANCISCO PUBLIC LIBRARY
2019,149.78849,SAN FRANCISCO PUBLIC LIBRARY
2010,34.78206,SAN JOSE PUBLIC LIBRARY
2011,31.33255,SAN JOSE PUBLIC LIBRARY
2012,34.12193,SAN JOSE PUBLIC LIBRARY
2013,34.2615,SAN JOSE PUBLIC LIBRARY
2014,35.29911,SAN JOSE PUBLIC LIBRARY
2015,37.76335,SAN JOSE PUBLIC LIBRARY
2016,37.02817,SAN JOSE PUBLIC LIBRARY
2017,40.91429,SAN JOSE PUBLIC LIBRARY
2018,45.04278,SAN JOSE PUBLIC LIBRARY
2019,41.24752,SAN JOSE PUBLIC LIBRARY
2010,20.84829,SAN JUAN BAUTISTA CITY LIBRARY
2011,22.46092,SAN JUAN BAUTISTA CITY LIBRARY
2012,21.76183,SAN JUAN BAUTISTA CITY LIBRARY
2013,26.10026,SAN JUAN BAUTISTA CITY LIBRARY
2014,27.7171,SAN JUAN BAUTISTA CITY LIBRARY
2015,30.36082,SAN JUAN BAUTISTA CITY LIBRARY
2016,30.36746,SAN JUAN BAUTISTA CITY LIBRARY
2017,31.49973,SAN JUAN BAUTISTA CITY LIBRARY
2018,42.20951,SAN JUAN BAUTISTA CITY LIBRARY
2019,28.53598,SAN JUAN BAUTISTA CITY LIBRARY
2010,43.90752,SAN LEANDRO PUBLIC LIBRARY
