Year,Expense Per Capita,Library
2011,42.66187,SAN LEANDRO PUBLIC LIBRARY
2012,43.04854,SAN LEANDRO PUBLIC LIBRARY
2013,43.39332,SAN LEANDRO PUBLIC LIBRARY
2014,,SAN LEANDRO PUBLIC LIBRARY
2015,45.00235,SAN LEANDRO PUBLIC LIBRARY
2016,46.32541,SAN LEANDRO PUBLIC LIBRARY
2017,59.21616,SAN LEANDRO PUBLIC LIBRARY
2018,59.80651,SAN LEANDRO PUBLIC LIBRARY
2019,61.09479,SAN LEANDRO PUBLIC LIBRARY
2010,35.16547,SAN LUIS OBISPO CITY-COUNTY LIBRARY
2011,34.64529,SAN LUIS OBISPO CITY-COUNTY LIBRARY
2012,33.9379,SAN LUIS OBISPO CITY-COUNTY LIBRARY
2013,34.77976,SAN LUIS OBISPO CITY-COUNTY LIBRARY
2014,36.18683,SAN LUIS OBISPO CITY-COUNTY LIBRARY
2015,36.23199,SAN LUIS OBISPO CITY-COUNTY LIBRARY
2016,38.9515,SAN LUIS OBISPO CITY-COUNTY LIBRARY
2017,40.29586,SAN LUIS OBISPO CITY-COUNTY LIBRARY
2018,40.57265,SAN LUIS OBISPO CITY-COUNTY LIBRARY
2019,44.32787,SAN LUIS OBISPO CITY-COUNTY LIBRARY
2010,68.02658,SAN MATEO COUNTY LIBRARIES
2011,67.48786,SAN MATEO COUNTY LIBRARIES
2012,67.7328,SAN MATEO COUNTY LIBRARIES
2013,72.90549,SAN MATEO COUNTY LIBRARIES
2014,79.60278,SAN MATEO COUNTY LIBRARIES
2015,95.77288,SAN MATEO COUNTY LIBRARIES
2016,99.90112,SAN MATEO COUNTY LIBRARIES
2017,107.15612,SAN MATEO COUNTY LIBRARIES
2018,105.40383,SAN MATEO COUNTY LIBRARIES
2019,105.54786,SAN MATEO COUNTY LIBRARIES
2010,47.7032,SAN MATEO PUBLIC LIBRARY
2011,49.78927,SAN MATEO PUBLIC LIBRARY
2012,47.79378,SAN MATEO PUBLIC LIBRARY
2013,50.96925,SAN MATEO PUBLIC LIBRARY
2014,56.43205,SAN MATEO PUBLIC LIBRARY
2015,59.12552,SAN MATEO PUBLIC LIBRARY
2016,62.44199,SAN MATEO PUBLIC LIBRARY
2017,64.06948,SAN MATEO PUBLIC LIBRARY
2018,73.69309,SAN MATEO PUBLIC LIBRARY
2019,73.74745,SAN MATEO PUBLIC LIBRARY
2010,46.51354,SAN RAFAEL PUBLIC LIBRARY
2011,54.04163,SAN RAFAEL PUBLIC LIBRARY
2012,55.42111,SAN RAFAEL PUBLIC LIBRARY
2013,57.38306,SAN RAFAEL PUBLIC LIBRARY
2014,64.60577,SAN RAFAEL PUBLIC LIBRARY
2015,62.61617,SAN RAFAEL PUBLIC LIBRARY
2016,65.23423,SAN RAFAEL PUBLIC LIBRARY
2017,70.47264,SAN RAFAEL PUBLIC LIBRARY
2018,70.36314,SAN RAFAEL PUBLIC LIBRARY
2019,75.01455,SAN RAFAEL PUBLIC LIBRARY
2010,10.63717,SANTA ANA PUBLIC LIBRARY
2011,12.37747,SANTA ANA PUBLIC LIBRARY
2012,11.57655,SANTA ANA PUBLIC LIBRARY
2013,11.62394,SANTA ANA PUBLIC LIBRARY
2014,11.45818,SANTA ANA PUBLIC LIBRARY
2015,12.38174,SANTA ANA PUBLIC LIBRARY
2016,10.90672,SANTA ANA PUBLIC LIBRARY
2017,13.41444,SANTA ANA PUBLIC LIBRARY
2018,14.50134,SANTA ANA PUBLIC LIBRARY
2019,13.40317,SANTA ANA PUBLIC LIBRARY
2010,23.1557,SANTA BARBARA PUBLIC LIBRARY
2011,26.21171,SANTA BARBARA PUBLIC LIBRARY
2012,27.86409,SANTA BARBARA PUBLIC LIBRARY
2013,29.96459,SANTA BARBARA PUBLIC LIBRARY
2014,30.21524,SANTA BARBARA PUBLIC LIBRARY
2015,29.6,SANTA BARBARA PUBLIC LIBRARY
2016,30.77666,SANTA BARBARA PUBLIC LIBRARY
2017,33.47711,SANTA BARBARA PUBLIC LIBRARY
2018,52.6381,SANTA BARBARA PUBLIC LIBRARY
2019,47.46918,SANTA BARBARA PUBLIC LIBRARY
2010,57.2538,SANTA CLARA CITY LIBRARY
2011,54.10458,SANTA CLARA CITY LIBRARY
2012,52.4595,SANTA CLARA CITY LIBRARY
2013,60.17841,SANTA CLARA CITY LIBRARY
2014,67.96053,SANTA CLARA CITY LIBRARY
2015,72.02288,SANTA CLARA CITY LIBRARY
2016,72.70359,SANTA CLARA CITY LIBRARY
2017,75.77735,SANTA CLARA CITY LIBRARY
2018,78.54007,SANTA CLARA CITY LIBRARY
2019,82.15855,SANTA CLARA CITY LIBRARY
2010,79.713,SANTA CLARA COUNTY LIBRARY
2011,79.15588,SANTA CLARA COUNTY LIBRARY
2012,74.53706,SANTA CLARA COUNTY LIBRARY
2013,79.29918,SANTA CLARA COUNTY LIBRARY
2014,82.2921,SANTA CLARA COUNTY LIBRARY
2015,90.01107,SANTA CLARA COUNTY LIBRARY
2016,102.63213,SANTA CLARA COUNTY LIBRARY
2017,104.94025,SANTA CLARA COUNTY LIBRARY
2018,108.45919,SANTA CLARA COUNTY LIBRARY
2019,120.21501,SANTA CLARA COUNTY LIBRARY
2010,,SANTA CLARITA PUBLIC LIBRARY
2011,25.20396,SANTA CLARITA PUBLIC LIBRARY
2012,24.08237,SANTA CLARITA PUBLIC LIBRARY
2013,23.52395,SANTA CLARITA PUBLIC LIBRARY
2014,24.62753,SANTA CLARITA PUBLIC LIBRARY
2015,24.16822,SANTA CLARITA PUBLIC LIBRARY
2016,28.95623,SANTA CLARITA PUBLIC LIBRARY
2017,4.3019,SANTA CLARITA PUBLIC LIBRARY
2018,28.6039,SANTA CLARITA PUBLIC LIBRARY
2019,29.24529,SANTA CLARITA PUBLIC LIBRARY
2010,52.21681,SANTA CRUZ PUBLIC LIBRARIES
2011,52.68117,SANTA CRUZ PUBLIC LIBRARIES
2012,52.43342,SANTA CRUZ PUBLIC LIBRARIES
2013,60.65628,SANTA CRUZ PUBLIC LIBRARIES
2014,61.24171,SANTA CRUZ PUBLIC LIBRARIES
2015,57.20474,SANTA CRUZ PUBLIC LIBRARIES
2016,61.56548,SANTA CRUZ PUBLIC LIBRARIES
2017,68.07297,SANTA CRUZ PUBLIC LIBRARIES
2018,70.7983,SANTA CRUZ PUBLIC LIBRARIES
2019,63.09317,SANTA CRUZ PUBLIC LIBRARIES
2010,77.51301,SANTA FE SPRINGS CITY LIBRARY
2011,77.85402,SANTA FE SPRINGS CITY LIBRARY
2012,77.95564,SANTA FE SPRINGS CITY LIBRARY
2013,85.84933,SANTA FE SPRINGS CITY LIBRARY
2014,87.82549,SANTA FE SPRINGS CITY LIBRARY
2015,87.84333,SANTA FE SPRINGS CITY LIBRARY
2016,95.87229,SANTA FE SPRINGS CITY LIBRARY
2017,97.09845,SANTA FE SPRINGS CITY LIBRARY
2018,102.33284,SANTA FE SPRINGS CITY LIBRARY
2019,85.966,SANTA FE SPRINGS CITY LIBRARY
2010,19.50565,SANTA MARIA PUBLIC LIBRARY
2011,17.44661,SANTA MARIA PUBLIC LIBRARY
2012,18.34709,SANTA MARIA PUBLIC LIBRARY
2013,19.4569,SANTA MARIA PUBLIC LIBRARY
2014,19.39389,SANTA MARIA PUBLIC LIBRARY
2015,19.24153,SANTA MARIA PUBLIC LIBRARY
2016,19.12874,SANTA MARIA PUBLIC LIBRARY
2017,20.18752,SANTA MARIA PUBLIC LIBRARY
2018,21.04548,SANTA MARIA PUBLIC LIBRARY
2019,23.6009,SANTA MARIA PUBLIC LIBRARY
2010,121.44033,SANTA MONICA PUBLIC LIBRARY
2011,115.34646,SANTA MONICA PUBLIC LIBRARY
2012,122.25003,SANTA MONICA PUBLIC LIBRARY
2013,121.51392,SANTA MONICA PUBLIC LIBRARY
2014,126.64818,SANTA MONICA PUBLIC LIBRARY
2015,127.30051,SANTA MONICA PUBLIC LIBRARY
2016,133.07439,SANTA MONICA PUBLIC LIBRARY
2017,138.38637,SANTA MONICA PUBLIC LIBRARY
2018,146.293,SANTA MONICA PUBLIC LIBRARY
2019,145.11375,SANTA MONICA PUBLIC LIBRARY
2010,96.81029,SAUSALITO PUBLIC LIBRARY
2011,104.74236,SAUSALITO PUBLIC LIBRARY
2012,112.64207,SAUSALITO PUBLIC LIBRARY
2013,110.44808,SAUSALITO PUBLIC LIBRARY
2014,117.76767,SAUSALITO PUBLIC LIBRARY
2015,125.00028,SAUSALITO PUBLIC LIBRARY
2016,126.97025,SAUSALITO PUBLIC LIBRARY
2017,128.30017,SAUSALITO PUBLIC LIBRARY
2018,121.90467,SAUSALITO PUBLIC LIBRARY
2019,121.53902,SAUSALITO PUBLIC LIBRARY
2010,10.89779,SHASTA PUBLIC LIBRARIES
2011,10.59922,SHASTA PUBLIC LIBRARIES
2012,10.57299,SHASTA PUBLIC LIBRARIES
2013,10.20965,SHASTA PUBLIC LIBRARIES
2014,12.23497,SHASTA PUBLIC LIBRARIES
2015,13.08396,SHASTA PUBLIC LIBRARIES
2016,12.73403,SHASTA PUBLIC LIBRARIES
2017,16.09089,SHASTA PUBLIC LIBRARIES
2018,13.5531,SHASTA PUBLIC LIBRARIES
2019,14.43155,SHASTA PUBLIC LIBRARIES
2010,78.22689,SIERRA MADRE PUBLIC LIBRARY
2011,87.28523,SIERRA MADRE PUBLIC LIBRARY
2012,88.33748,SIERRA MADRE PUBLIC LIBRARY
2013,83.72805,SIERRA MADRE PUBLIC LIBRARY
2014,77.6752,SIERRA MADRE PUBLIC LIBRARY
2015,72.69146,SIERRA MADRE PUBLIC LIBRARY
2016,70.57965,SIERRA MADRE PUBLIC LIBRARY
2017,63.93646,SIERRA MADRE PUBLIC LIBRARY
2018,55.35231,SIERRA MADRE PUBLIC LIBRARY
2019,52.7733,SIERRA MADRE PUBLIC LIBRARY
2010,33.2295,SIGNAL HILL PUBLIC LIBRARY
2011,31.67949,SIGNAL HILL PUBLIC LIBRARY
2012,30.8383,SIGNAL HILL PUBLIC LIBRARY
2013,32.41022,SIGNAL HILL PUBLIC LIBRARY
2014,34.30859,SIGNAL HILL PUBLIC LIBRARY
2015,34.77812,SIGNAL HILL PUBLIC LIBRARY
2016,34.96985,SIGNAL HILL PUBLIC LIBRARY
2017,40.10809,SIGNAL HILL PUBLIC LIBRARY
2018,38.54345,SIGNAL HILL PUBLIC LIBRARY
2019,37.59862,SIGNAL HILL PUBLIC LIBRARY
2010,,SIMI VALLEY PUBLIC LIBRARY
2011,,SIMI VALLEY PUBLIC LIBRARY
2012,,SIMI VALLEY PUBLIC LIBRARY
2013,11.25285,SIMI VALLEY PUBLIC LIBRARY
2014,22.09516,SIMI VALLEY PUBLIC LIBRARY
2015,26.86304,SIMI VALLEY PUBLIC LIBRARY
2016,16.85575,SIMI VALLEY PUBLIC LIBRARY
2017,17.03478,SIMI VALLEY PUBLIC LIBRARY
2018,15.77871,SIMI VALLEY PUBLIC LIBRARY
2019,16.95274,SIMI VALLEY PUBLIC LIBRARY
2010,6.65642,SISKIYOU COUNTY FREE LIBRARY
2011,6.37785,SISKIYOU COUNTY FREE LIBRARY
2012,9.18774,SISKIYOU COUNTY FREE LIBRARY
2013,9.99268,SISKIYOU COUNTY FREE LIBRARY
2014,12.56373,SISKIYOU COUNTY FREE LIBRARY
2015,15.32433,SISKIYOU COUNTY FREE LIBRARY
2016,17.06239,SISKIYOU COUNTY FREE LIBRARY
2017,16.08034,SISKIYOU COUNTY FREE LIBRARY
2018,18.5284,SISKIYOU COUNTY FREE LIBRARY
2019,13.566,SISKIYOU COUNTY FREE LIBRARY
2010,43.41111,SOLANO COUNTY LIBRARY
2011,40.29441,SOLANO COUNTY LIBRARY
2012,38.70186,SOLANO COUNTY LIBRARY
2013,44.61088,SOLANO COUNTY LIBRARY
2014,43.29827,SOLANO COUNTY LIBRARY
2015,43.02437,SOLANO COUNTY LIBRARY
2016,46.3423,SOLANO COUNTY LIBRARY
2017,47.74012,SOLANO COUNTY LIBRARY
2018,48.67508,SOLANO COUNTY LIBRARY
2019,49.27868,SOLANO COUNTY LIBRARY
2010,33.01642,SONOMA COUNTY LIBRARY
2011,32.37483,SONOMA COUNTY LIBRARY
2012,30.66928,SONOMA COUNTY LIBRARY
2013,31.49309,SONOMA COUNTY LIBRARY
2014,32.54945,SONOMA COUNTY LIBRARY
2015,33.41251,SONOMA COUNTY LIBRARY
2016,37.17407,SONOMA COUNTY LIBRARY
2017,47.43937,SONOMA COUNTY LIBRARY
2018,57.68569,SONOMA COUNTY LIBRARY
2019,57.84369,SONOMA COUNTY LIBRARY
2010,63.17068,SOUTH PASADENA PUBLIC LIBRARY
2011,60.22212,SOUTH PASADENA PUBLIC LIBRARY
2012,48.27579,SOUTH PASADENA PUBLIC LIBRARY
2013,57.70636,SOUTH PASADENA PUBLIC LIBRARY
2014,59.53186,SOUTH PASADENA PUBLIC LIBRARY
2015,60.67339,SOUTH PASADENA PUBLIC LIBRARY
2016,64.17821,SOUTH PASADENA PUBLIC LIBRARY
2017,64.42569,SOUTH PASADENA PUBLIC LIBRARY
2018,59.46386,SOUTH PASADENA PUBLIC LIBRARY
2019,56.82548,SOUTH PASADENA PUBLIC LIBRARY
2010,65.17257,SOUTH SAN FRANCISCO PUBLIC LIBRARY
2011,68.84428,SOUTH SAN FRANCISCO PUBLIC LIBRARY
2012,62.28504,SOUTH SAN FRANCISCO PUBLIC LIBRARY
2013,60.91832,SOUTH SAN FRANCISCO PUBLIC LIBRARY
2014,64.29438,SOUTH SAN FRANCISCO PUBLIC LIBRARY
2015,72.47875,SOUTH SAN FRANCISCO PUBLIC LIBRARY
2016,75.84556,SOUTH SAN FRANCISCO PUBLIC LIBRARY
2017,72.52157,SOUTH SAN FRANCISCO PUBLIC LIBRARY
2018,83.81982,SOUTH SAN FRANCISCO PUBLIC LIBRARY
2019,87.52119,SOUTH SAN FRANCISCO PUBLIC LIBRARY
2010,191.75107,ST. HELENA PUBLIC LIBRARY
2011,201.53617,ST. HELENA PUBLIC LIBRARY
2012,203.27178,ST. HELENA PUBLIC LIBRARY
2013,208.4777,ST. HELENA PUBLIC LIBRARY
2014,209.86661,ST. HELENA PUBLIC LIBRARY
2015,175.93771,ST. HELENA PUBLIC LIBRARY
2016,170.55047,ST. HELENA PUBLIC LIBRARY
2017,159.07241,ST. HELENA PUBLIC LIBRARY
2018,190.94,ST. HELENA PUBLIC LIBRARY
2019,190.47407,ST. HELENA PUBLIC LIBRARY
2010,15.75719,STANISLAUS COUNTY FREE LIBRARY
2011,14.90416,STANISLAUS COUNTY FREE LIBRARY
2012,15.9849,STANISLAUS COUNTY FREE LIBRARY
2013,16.73653,STANISLAUS COUNTY FREE LIBRARY
2014,17.04489,STANISLAUS COUNTY FREE LIBRARY
2015,17.86674,STANISLAUS COUNTY FREE LIBRARY
2016,20.77823,STANISLAUS COUNTY FREE LIBRARY
2017,23.28074,STANISLAUS COUNTY FREE LIBRARY
2018,21.82556,STANISLAUS COUNTY FREE LIBRARY
2019,21.38936,STANISLAUS COUNTY FREE LIBRARY
2010,16.69554,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY
2011,15.20787,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY
2012,14.22614,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY
2013,15.29895,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY
2014,15.24297,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY
2015,16.37212,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY
2016,17.17248,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY
2017,17.93634,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY
2018,19.13477,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY
2019,20.29153,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY
2010,50.73238,SUNNYVALE PUBLIC LIBRARY
2011,50.85828,SUNNYVALE PUBLIC LIBRARY
2012,54.16124,SUNNYVALE PUBLIC LIBRARY
2013,51.67278,SUNNYVALE PUBLIC LIBRARY
2014,53.58273,SUNNYVALE PUBLIC LIBRARY
2015,55.43973,SUNNYVALE PUBLIC LIBRARY
2016,58.61134,SUNNYVALE PUBLIC LIBRARY
2017,51.86462,SUNNYVALE PUBLIC LIBRARY
2018,51.52969,SUNNYVALE PUBLIC LIBRARY
2019,59.35287,SUNNYVALE PUBLIC LIBRARY
2010,14.81691,SUTTER COUNTY LIBRARY
2011,13.53108,SUTTER COUNTY LIBRARY
2012,12.82086,SUTTER COUNTY LIBRARY
2013,13.20409,SUTTER COUNTY LIBRARY
2014,12.87957,SUTTER COUNTY LIBRARY
2015,13.50172,SUTTER COUNTY LIBRARY
2016,14.47387,SUTTER COUNTY LIBRARY
2017,16.04488,SUTTER COUNTY LIBRARY
2018,16.81144,SUTTER COUNTY LIBRARY
2019,15.9958,SUTTER COUNTY LIBRARY
2010,8.47101,TEHAMA COUNTY LIBRARY
2011,8.30253,TEHAMA COUNTY LIBRARY
2012,7.77409,TEHAMA COUNTY LIBRARY
2013,8.48963,TEHAMA COUNTY LIBRARY
2014,9.06733,TEHAMA COUNTY LIBRARY
2015,8.79688,TEHAMA COUNTY LIBRARY
2016,7.27555,TEHAMA COUNTY LIBRARY
2017,7.33455,TEHAMA COUNTY LIBRARY
2018,8.25185,TEHAMA COUNTY LIBRARY
2019,8.25764,TEHAMA COUNTY LIBRARY
2010,60.4009,THOUSAND OAKS LIBRARY
2011,58.97987,THOUSAND OAKS LIBRARY
2012,56.3003,THOUSAND OAKS LIBRARY
2013,56.45156,THOUSAND OAKS LIBRARY
2014,58.45208,THOUSAND OAKS LIBRARY
2015,52.00486,THOUSAND OAKS LIBRARY
2016,48.02477,THOUSAND OAKS LIBRARY
2017,64.8882,THOUSAND OAKS LIBRARY
2018,57.608,THOUSAND OAKS LIBRARY
2019,61.26274,THOUSAND OAKS LIBRARY
2010,49.98495,TORRANCE PUBLIC LIBRARY
2011,48.90347,TORRANCE PUBLIC LIBRARY
2012,49.28483,TORRANCE PUBLIC LIBRARY
2013,14.27469,TORRANCE PUBLIC LIBRARY
2014,49.19876,TORRANCE PUBLIC LIBRARY
2015,51.8203,TORRANCE PUBLIC LIBRARY
2016,53.04401,TORRANCE PUBLIC LIBRARY
2017,51.00815,TORRANCE PUBLIC LIBRARY
2018,54.99387,TORRANCE PUBLIC LIBRARY
2019,47.40283,TORRANCE PUBLIC LIBRARY
2010,19.82033,TRINITY COUNTY FREE LIBRARY
2011,21.49577,TRINITY COUNTY FREE LIBRARY
2012,21.30886,TRINITY COUNTY FREE LIBRARY
2013,23.20158,TRINITY COUNTY FREE LIBRARY
2014,24.27942,TRINITY COUNTY FREE LIBRARY
2015,23.7494,TRINITY COUNTY FREE LIBRARY
2016,23.46595,TRINITY COUNTY FREE LIBRARY
2017,26.34793,TRINITY COUNTY FREE LIBRARY
2018,27.77075,TRINITY COUNTY FREE LIBRARY
2019,27.71383,TRINITY COUNTY FREE LIBRARY
2010,6.1414,TULARE COUNTY FREE LIBRARY
2011,6.3271,TULARE COUNTY FREE LIBRARY
2012,9.85896,TULARE COUNTY FREE LIBRARY
2013,11.75684,TULARE COUNTY FREE LIBRARY
2014,13.13187,TULARE COUNTY FREE LIBRARY
2015,13.15832,TULARE COUNTY FREE LIBRARY
2016,12.18034,TULARE COUNTY FREE LIBRARY
2017,12.35036,TULARE COUNTY FREE LIBRARY
2018,12.59556,TULARE COUNTY FREE LIBRARY
2019,13.47257,TULARE COUNTY FREE LIBRARY
2010,13.06061,TULARE PUBLIC LIBRARY
2011,14.56892,TULARE PUBLIC LIBRARY
2012,15.24335,TULARE PUBLIC LIBRARY
2013,14.21448,TULARE PUBLIC LIBRARY
2014,19.00297,TULARE PUBLIC LIBRARY
2015,20.81193,TULARE PUBLIC LIBRARY
2016,18.35745,TULARE PUBLIC LIBRARY
2017,21.65345,TULARE PUBLIC LIBRARY
2018,21.10463,TULARE PUBLIC LIBRARY
2019,19.72848,TULARE PUBLIC LIBRARY
2010,17.56497,TUOLUMNE COUNTY LIBRARY
2011,18.01029,TUOLUMNE COUNTY LIBRARY
2012,17.22494,TUOLUMNE COUNTY LIBRARY
2013,18.60479,TUOLUMNE COUNTY LIBRARY
2014,18.93196,TUOLUMNE COUNTY LIBRARY
2015,20.15237,TUOLUMNE COUNTY LIBRARY
2016,20.20789,TUOLUMNE COUNTY LIBRARY
2017,22.34373,TUOLUMNE COUNTY LIBRARY
2018,22.65525,TUOLUMNE COUNTY LIBRARY
2019,17.58486,TUOLUMNE COUNTY LIBRARY
2010,20.5198,UPLAND PUBLIC LIBRARY
2011,20.31126,UPLAND PUBLIC LIBRARY
2012,18.84572,UPLAND PUBLIC LIBRARY
2013,16.37882,UPLAND PUBLIC LIBRARY
2014,16.20142,UPLAND PUBLIC LIBRARY
2015,14.4917,UPLAND PUBLIC LIBRARY
2016,14.63081,UPLAND PUBLIC LIBRARY
2017,17.73605,UPLAND PUBLIC LIBRARY
2018,17.21399,UPLAND PUBLIC LIBRARY
2019,18.75455,UPLAND PUBLIC LIBRARY
2010,25.56045,VENTURA COUNTY LIBRARY
2011,21.98554,VENTURA COUNTY LIBRARY
2012,20.7478,VENTURA COUNTY LIBRARY
2013,28.6171,VENTURA COUNTY LIBRARY
2014,29.78097,VENTURA COUNTY LIBRARY
2015,32.24887,VENTURA COUNTY LIBRARY
2016,32.4686,VENTURA COUNTY LIBRARY
2017,31.39226,VENTURA COUNTY LIBRARY
2018,33.9799,VENTURA COUNTY LIBRARY
2019,34.64366,VENTURA COUNTY LIBRARY
2010,,VICTORVILLE CITY LIBRARY
2011,4.76174,VICTORVILLE CITY LIBRARY
2012,5.0375,VICTORVILLE CITY LIBRARY
2013,5.08008,VICTORVILLE CITY LIBRARY
2014,5.45251,VICTORVILLE CITY LIBRARY
2015,5.49313,VICTORVILLE CITY LIBRARY
2016,5.48209,VICTORVILLE CITY LIBRARY
2017,5.43765,VICTORVILLE CITY LIBRARY
2018,5.61137,VICTORVILLE CITY LIBRARY
2019,6.06141,VICTORVILLE CITY LIBRARY
2010,41.15181,WATSONVILLE PUBLIC LIBRARY
2011,43.64407,WATSONVILLE PUBLIC LIBRARY
2012,47.30732,WATSONVILLE PUBLIC LIBRARY
2013,47.62561,WATSONVILLE PUBLIC LIBRARY
2014,55.58183,WATSONVILLE PUBLIC LIBRARY
2015,58.25235,WATSONVILLE PUBLIC LIBRARY
2016,60.71607,WATSONVILLE PUBLIC LIBRARY
2017,61.84005,WATSONVILLE PUBLIC LIBRARY
2018,62.69044,WATSONVILLE PUBLIC LIBRARY
2019,76.27817,WATSONVILLE PUBLIC LIBRARY
2010,36.34623,WHITTIER PUBLIC LIBRARY
2011,36.95579,WHITTIER PUBLIC LIBRARY
2012,37.31716,WHITTIER PUBLIC LIBRARY
2013,37.46934,WHITTIER PUBLIC LIBRARY
2014,37.97628,WHITTIER PUBLIC LIBRARY
2015,39.67055,WHITTIER PUBLIC LIBRARY
2016,40.5413,WHITTIER PUBLIC LIBRARY
2017,40.08248,WHITTIER PUBLIC LIBRARY
2018,40.26369,WHITTIER PUBLIC LIBRARY
2019,39.18092,WHITTIER PUBLIC LIBRARY
2010,18.73622,WILLOWS PUBLIC LIBRARY
2011,16.95376,WILLOWS PUBLIC LIBRARY
2012,15.7888,WILLOWS PUBLIC LIBRARY
2013,21.10841,WILLOWS PUBLIC LIBRARY
2014,20.44491,WILLOWS PUBLIC LIBRARY
2015,20.59163,WILLOWS PUBLIC LIBRARY
2016,18.59507,WILLOWS PUBLIC LIBRARY
2017,22.21145,WILLOWS PUBLIC LIBRARY
2018,25.06382,WILLOWS PUBLIC LIBRARY
2019,21.17034,WILLOWS PUBLIC LIBRARY
2010,20.50383,WOODLAND PUBLIC LIBRARY
2011,19.89129,WOODLAND PUBLIC LIBRARY
2012,22.57038,WOODLAND PUBLIC LIBRARY
2013,22.45856,WOODLAND PUBLIC LIBRARY
2014,26.93937,WOODLAND PUBLIC LIBRARY
2015,33.63036,WOODLAND PUBLIC LIBRARY
2016,32.81788,WOODLAND PUBLIC LIBRARY
2017,32.99098,WOODLAND PUBLIC LIBRARY
2018,31.77087,WOODLAND PUBLIC LIBRARY
2019,33.66567,WOODLAND PUBLIC LIBRARY
2010,42.17196,YOLO COUNTY LIBRARY
2011,36.99521,YOLO COUNTY LIBRARY
2012,36.91919,YOLO COUNTY LIBRARY
2013,38.23558,YOLO COUNTY LIBRARY
2014,36.60684,YOLO COUNTY LIBRARY
2015,40.15631,YOLO COUNTY LIBRARY
2016,39.99883,YOLO COUNTY LIBRARY
2017,40.78352,YOLO COUNTY LIBRARY
2018,40.3554,YOLO COUNTY LIBRARY
2019,41.58991,YOLO COUNTY LIBRARY
2010,61.51373,YORBA LINDA PUBLIC LIBRARY
2011,64.90331,YORBA LINDA PUBLIC LIBRARY
2012,65.60974,YORBA LINDA PUBLIC LIBRARY
2013,66.85821,YORBA LINDA PUBLIC LIBRARY
2014,66.75651,YORBA LINDA PUBLIC LIBRARY
2015,71.96499,YORBA LINDA PUBLIC LIBRARY
2016,70.55362,YORBA LINDA PUBLIC LIBRARY
2017,71.15599,YORBA LINDA PUBLIC LIBRARY
2018,70.06753,YORBA LINDA PUBLIC LIBRARY
2019,79.80514,YORBA LINDA PUBLIC LIBRARY
2010,6.39095,YUBA COUNTY LIBRARY
2011,6.90308,YUBA COUNTY LIBRARY
2012,4.30507,YUBA COUNTY LIBRARY
2013,5.69857,YUBA COUNTY LIBRARY
2014,4.8402,YUBA COUNTY LIBRARY
2015,4.84992,YUBA COUNTY LIBRARY
2016,4.97425,YUBA COUNTY LIBRARY
2017,6.4677,YUBA COUNTY LIBRARY
2018,8.63272,YUBA COUNTY LIBRARY
2019,10.8552,YUBA COUNTY LIBRARY
